region,renewresource,sub.renewable.resource,year,maxSubResource
EU-15,ArcticIsl_water withdrawals,runoff,2020,779.8066803553405
EU-15,ArcticIsl_water withdrawals,runoff,2025,695.5716796304602
EU-15,ArcticIsl_water withdrawals,runoff,2030,779.8507534505961
EU-15,ArcticIsl_water withdrawals,runoff,2035,753.3261089480548
EU-15,ArcticIsl_water withdrawals,runoff,2040,870.6825697941786
EU-15,ArcticIsl_water withdrawals,runoff,2045,825.1919772075562
EU-15,ArcticIsl_water withdrawals,runoff,2050,909.9143428174018
EU-15,ArcticIsl_water withdrawals,runoff,2055,813.7850758481242
EU-15,ArcticIsl_water withdrawals,runoff,2060,978.9572200494979
EU-15,ArcticIsl_water withdrawals,runoff,2065,823.0395228076443
EU-15,ArcticIsl_water withdrawals,runoff,2070,801.7400474875643
EU-15,ArcticIsl_water withdrawals,runoff,2075,1046.5902665649778
EU-15,ArcticIsl_water withdrawals,runoff,2080,990.2879190663389
EU-15,ArcticIsl_water withdrawals,runoff,2085,1058.3046055841487
EU-15,ArcticIsl_water withdrawals,runoff,2090,1097.6995015216573
EU-15,ArcticIsl_water withdrawals,runoff,2095,1088.3382459635882
EU-15,ArcticIsl_water withdrawals,runoff,2100,1047.86529999261
Canada,NWTerr_water withdrawals,runoff,2020,555.8739612986881
Canada,NWTerr_water withdrawals,runoff,2025,642.293318353633
Canada,NWTerr_water withdrawals,runoff,2030,571.6329383081268
Canada,NWTerr_water withdrawals,runoff,2035,577.9893095059102
Canada,NWTerr_water withdrawals,runoff,2040,620.5094945701198
Canada,NWTerr_water withdrawals,runoff,2045,440.62892606103776
Canada,NWTerr_water withdrawals,runoff,2050,641.1871061537151
Canada,NWTerr_water withdrawals,runoff,2055,582.8257622681151
Canada,NWTerr_water withdrawals,runoff,2060,552.1376558568361
Canada,NWTerr_water withdrawals,runoff,2065,675.265691847723
Canada,NWTerr_water withdrawals,runoff,2070,611.9998720999341
Canada,NWTerr_water withdrawals,runoff,2075,642.5987498887762
Canada,NWTerr_water withdrawals,runoff,2080,777.5335191911201
Canada,NWTerr_water withdrawals,runoff,2085,712.1653617268289
Canada,NWTerr_water withdrawals,runoff,2090,722.2633773209292
Canada,NWTerr_water withdrawals,runoff,2095,717.0817730878182
Canada,NWTerr_water withdrawals,runoff,2100,707.8654344910219
Russia,SiberiaN_water withdrawals,runoff,2020,280.65985585460805
Russia,SiberiaN_water withdrawals,runoff,2025,283.36489690108874
Russia,SiberiaN_water withdrawals,runoff,2030,262.4140523233188
Russia,SiberiaN_water withdrawals,runoff,2035,263.3208036941037
Russia,SiberiaN_water withdrawals,runoff,2040,277.3609723026533
Russia,SiberiaN_water withdrawals,runoff,2045,312.07573222312595
Russia,SiberiaN_water withdrawals,runoff,2050,288.172555096577
Russia,SiberiaN_water withdrawals,runoff,2055,330.91414876936443
Russia,SiberiaN_water withdrawals,runoff,2060,324.8970550325819
Russia,SiberiaN_water withdrawals,runoff,2065,290.67439932705554
Russia,SiberiaN_water withdrawals,runoff,2070,301.60424634338585
Russia,SiberiaN_water withdrawals,runoff,2075,352.14314783021143
Russia,SiberiaN_water withdrawals,runoff,2080,330.14537189351967
Russia,SiberiaN_water withdrawals,runoff,2085,380.70394103975315
Russia,SiberiaN_water withdrawals,runoff,2090,366.80069572952385
Russia,SiberiaN_water withdrawals,runoff,2095,324.07385639024255
Russia,SiberiaN_water withdrawals,runoff,2100,363.66340252510616
Russia,SiberiaW_water withdrawals,runoff,2020,1013.646805447786
Russia,SiberiaW_water withdrawals,runoff,2025,952.5376746482591
Russia,SiberiaW_water withdrawals,runoff,2030,974.6042185688664
