region,renewresource,sub.renewable.resource,year,maxSubResource
EU-15,ArcticIsl_water withdrawals,runoff,2020,758.8530113857435
EU-15,ArcticIsl_water withdrawals,runoff,2025,765.5402452953042
EU-15,ArcticIsl_water withdrawals,runoff,2030,752.1740867242747
EU-15,ArcticIsl_water withdrawals,runoff,2035,783.8276333173837
EU-15,ArcticIsl_water withdrawals,runoff,2040,908.013037683739
EU-15,ArcticIsl_water withdrawals,runoff,2045,894.5856640994396
EU-15,ArcticIsl_water withdrawals,runoff,2050,918.5439389588521
EU-15,ArcticIsl_water withdrawals,runoff,2055,887.5272910001498
EU-15,ArcticIsl_water withdrawals,runoff,2060,937.9605146238266
EU-15,ArcticIsl_water withdrawals,runoff,2065,877.073647811467
EU-15,ArcticIsl_water withdrawals,runoff,2070,875.1463151588766
EU-15,ArcticIsl_water withdrawals,runoff,2075,1098.111368382438
EU-15,ArcticIsl_water withdrawals,runoff,2080,906.2926935401892
EU-15,ArcticIsl_water withdrawals,runoff,2085,1014.2694646346797
EU-15,ArcticIsl_water withdrawals,runoff,2090,1258.5037631115308
EU-15,ArcticIsl_water withdrawals,runoff,2095,1164.0640999809439
EU-15,ArcticIsl_water withdrawals,runoff,2100,1065.4243028492508
Canada,NWTerr_water withdrawals,runoff,2020,550.0023384470971
Canada,NWTerr_water withdrawals,runoff,2025,628.2635658064751
Canada,NWTerr_water withdrawals,runoff,2030,605.1747405296298
Canada,NWTerr_water withdrawals,runoff,2035,605.8120282761686
Canada,NWTerr_water withdrawals,runoff,2040,687.0607254233373
Canada,NWTerr_water withdrawals,runoff,2045,641.6858496818927
Canada,NWTerr_water withdrawals,runoff,2050,573.6859964821826
Canada,NWTerr_water withdrawals,runoff,2055,606.6522478342287
Canada,NWTerr_water withdrawals,runoff,2060,583.3473804985026
Canada,NWTerr_water withdrawals,runoff,2065,715.6179842771955
Canada,NWTerr_water withdrawals,runoff,2070,612.4338393032609
Canada,NWTerr_water withdrawals,runoff,2075,682.5421178072918
Canada,NWTerr_water withdrawals,runoff,2080,713.1381055612217
Canada,NWTerr_water withdrawals,runoff,2085,676.7580616774592
Canada,NWTerr_water withdrawals,runoff,2090,679.4496581237247
Canada,NWTerr_water withdrawals,runoff,2095,750.1927004519204
Canada,NWTerr_water withdrawals,runoff,2100,698.2034911392323
Russia,SiberiaN_water withdrawals,runoff,2020,277.928012208838
Russia,SiberiaN_water withdrawals,runoff,2025,303.86946805233146
Russia,SiberiaN_water withdrawals,runoff,2030,246.61736373176387
Russia,SiberiaN_water withdrawals,runoff,2035,264.0816201151897
Russia,SiberiaN_water withdrawals,runoff,2040,250.28849561206442
Russia,SiberiaN_water withdrawals,runoff,2045,308.5556112606802
Russia,SiberiaN_water withdrawals,runoff,2050,301.80938045004115
Russia,SiberiaN_water withdrawals,runoff,2055,310.4149740078495
Russia,SiberiaN_water withdrawals,runoff,2060,339.6999385233734
Russia,SiberiaN_water withdrawals,runoff,2065,322.63825988358496
Russia,SiberiaN_water withdrawals,runoff,2070,321.5070272369961
Russia,SiberiaN_water withdrawals,runoff,2075,363.2723857534932
Russia,SiberiaN_water withdrawals,runoff,2080,345.94377130856975
Russia,SiberiaN_water withdrawals,runoff,2085,381.6326995737762
Russia,SiberiaN_water withdrawals,runoff,2090,384.8760002171323
Russia,SiberiaN_water withdrawals,runoff,2095,322.6465971164739
Russia,SiberiaN_water withdrawals,runoff,2100,341.7647769018646
Russia,SiberiaW_water withdrawals,runoff,2020,988.5330357007781
Russia,SiberiaW_water withdrawals,runoff,2025,936.9064590551346
Russia,SiberiaW_water withdrawals,runoff,2030,1018.6274088731549
Russia,SiberiaW_water withdrawals,runoff,2035,1029.6486814425427
Russia,SiberiaW_water withdrawals,runoff,2040,991.6166431732245
Russia,SiberiaW_water withdrawals,runoff,2045,1093.2824767145758
Russia,SiberiaW_water withdrawals,runoff,2050,1035.0361665488945
Russia,SiberiaW_water withdrawals,runoff,2055,1050.6037408256439
Russia,SiberiaW_water withdrawals,runoff,2060,1036.3566687645334
Russia,SiberiaW_water withdrawals,runoff,2065,954.2157492070885
Russia,SiberiaW_water withdrawals,runoff,2070,997.2980542508379
Russia,SiberiaW_water withdrawals,runoff,2075,1197.2008579468256
Russia,SiberiaW_water withdrawals,runoff,2080,1082.1774081824558
Russia,SiberiaW_water withdrawals,runoff,2085,1154.9237995987205
Russia,SiberiaW_water withdrawals,runoff,2090,1117.0520766173408
Russia,SiberiaW_water withdrawals,runoff,2095,1142.7763159612052
Russia,SiberiaW_water withdrawals,runoff,2100,1160.2374965052009
Russia,KaraSea_water withdrawals,runoff,2020,206.42598477087813
Russia,KaraSea_water withdrawals,runoff,2025,219.17998620047956
Russia,KaraSea_water withdrawals,runoff,2030,196.98842789971576
Russia,KaraSea_water withdrawals,runoff,2035,220.80899746961305
Russia,KaraSea_water withdrawals,runoff,2040,218.23700218123116
Russia,KaraSea_water withdrawals,runoff,2045,239.59306570545814
Russia,KaraSea_water withdrawals,runoff,2050,228.35140365042298
Russia,KaraSea_water withdrawals,runoff,2055,235.44327263624876
Russia,KaraSea_water withdrawals,runoff,2060,236.61385235152216
Russia,KaraSea_water withdrawals,runoff,2065,213.77876994811587
Russia,KaraSea_water withdrawals,runoff,2070,254.8789677238833
Russia,KaraSea_water withdrawals,runoff,2075,248.79536182361062
Russia,KaraSea_water withdrawals,runoff,2080,226.9357695389145
Russia,KaraSea_water withdrawals,runoff,2085,251.9190387493599
Russia,KaraSea_water withdrawals,runoff,2090,211.84827304929271
Russia,KaraSea_water withdrawals,runoff,2095,242.7740848313677
Russia,KaraSea_water withdrawals,runoff,2100,223.7061250769782
Russia,LenaR_water withdrawals,runoff,2020,484.08873693014783
Russia,LenaR_water withdrawals,runoff,2025,501.46007867364153
Russia,LenaR_water withdrawals,runoff,2030,501.597318378049
Russia,LenaR_water withdrawals,runoff,2035,461.6528413659104
Russia,LenaR_water withdrawals,runoff,2040,459.84426423916767
Russia,LenaR_water withdrawals,runoff,2045,478.9968109082785
Russia,LenaR_water withdrawals,runoff,2050,523.8087107061951
Russia,LenaR_water withdrawals,runoff,2055,503.2526442536767
Russia,LenaR_water withdrawals,runoff,2060,494.4654754453469
Russia,LenaR_water withdrawals,runoff,2065,460.37879162487496
Russia,LenaR_water withdrawals,runoff,2070,485.4556179230798
Russia,LenaR_water withdrawals,runoff,2075,555.6689123303274
Russia,LenaR_water withdrawals,runoff,2080,479.2206161880728
Russia,LenaR_water withdrawals,runoff,2085,535.9271071712558
Russia,LenaR_water withdrawals,runoff,2090,547.66059052292
Russia,LenaR_water withdrawals,runoff,2095,578.9286654591847
Russia,LenaR_water withdrawals,runoff,2100,539.9042915238209
USA,PacArctic_water withdrawals,runoff,2020,1484.917927114025
USA,PacArctic_water withdrawals,runoff,2025,1552.823514790906
USA,PacArctic_water withdrawals,runoff,2030,1672.2482074881787
USA,PacArctic_water withdrawals,runoff,2035,1589.1654044493014
USA,PacArctic_water withdrawals,runoff,2040,1630.9556637041276
USA,PacArctic_water withdrawals,runoff,2045,1644.808282856867
USA,PacArctic_water withdrawals,runoff,2050,1618.768813114047
USA,PacArctic_water withdrawals,runoff,2055,1647.8928178929352
USA,PacArctic_water withdrawals,runoff,2060,1674.8169867981244
USA,PacArctic_water withdrawals,runoff,2065,1759.8367012406761
USA,PacArctic_water withdrawals,runoff,2070,1743.300280306127
USA,PacArctic_water withdrawals,runoff,2075,1724.2722180938267
USA,PacArctic_water withdrawals,runoff,2080,1667.1461880341794
USA,PacArctic_water withdrawals,runoff,2085,1603.9718437707104
USA,PacArctic_water withdrawals,runoff,2090,1697.2763449355857
USA,PacArctic_water withdrawals,runoff,2095,1715.6974435856832
USA,PacArctic_water withdrawals,runoff,2100,1650.1089759484378
European Free Trade Association,ScndnvN_water withdrawals,runoff,2020,454.67040837662626
European Free Trade Association,ScndnvN_water withdrawals,runoff,2025,506.86924000870806
European Free Trade Association,ScndnvN_water withdrawals,runoff,2030,503.64875465949336
European Free Trade Association,ScndnvN_water withdrawals,runoff,2035,488.4081319331218
European Free Trade Association,ScndnvN_water withdrawals,runoff,2040,542.4039271610429
European Free Trade Association,ScndnvN_water withdrawals,runoff,2045,529.0200353993765
European Free Trade Association,ScndnvN_water withdrawals,runoff,2050,502.4588441955988
European Free Trade Association,ScndnvN_water withdrawals,runoff,2055,545.6443862837032
European Free Trade Association,ScndnvN_water withdrawals,runoff,2060,523.2521256421724
European Free Trade Association,ScndnvN_water withdrawals,runoff,2065,534.7786190487922
European Free Trade Association,ScndnvN_water withdrawals,runoff,2070,560.9258724785512
European Free Trade Association,ScndnvN_water withdrawals,runoff,2075,517.8741350130256
European Free Trade Association,ScndnvN_water withdrawals,runoff,2080,525.5241005291773
European Free Trade Association,ScndnvN_water withdrawals,runoff,2085,534.204627075845
European Free Trade Association,ScndnvN_water withdrawals,runoff,2090,548.2752011471081
European Free Trade Association,ScndnvN_water withdrawals,runoff,2095,524.70851302467
European Free Trade Association,ScndnvN_water withdrawals,runoff,2100,539.8224537454555
Russia,BarentsSea_water withdrawals,runoff,2020,253.28055651621108
Russia,BarentsSea_water withdrawals,runoff,2025,280.7829609257204
Russia,BarentsSea_water withdrawals,runoff,2030,266.2470934891634
Russia,BarentsSea_water withdrawals,runoff,2035,259.0211367982727
Russia,BarentsSea_water withdrawals,runoff,2040,282.6370875081403
Russia,BarentsSea_water withdrawals,runoff,2045,270.92274489647394
Russia,BarentsSea_water withdrawals,runoff,2050,264.7147231296719
Russia,BarentsSea_water withdrawals,runoff,2055,300.64482393388965
Russia,BarentsSea_water withdrawals,runoff,2060,285.59173989972294
Russia,BarentsSea_water withdrawals,runoff,2065,270.3954025069634
Russia,BarentsSea_water withdrawals,runoff,2070,286.8116250076809
Russia,BarentsSea_water withdrawals,runoff,2075,272.5862894332887
Russia,BarentsSea_water withdrawals,runoff,2080,260.0107182596629
Russia,BarentsSea_water withdrawals,runoff,2085,296.3849654368101
Russia,BarentsSea_water withdrawals,runoff,2090,285.192547887469
Russia,BarentsSea_water withdrawals,runoff,2095,285.621072396629
Russia,BarentsSea_water withdrawals,runoff,2100,292.9305305798404
Canada,Mackenzie_water withdrawals,runoff,2020,367.08680918949284
Canada,Mackenzie_water withdrawals,runoff,2025,376.6667152649229
Canada,Mackenzie_water withdrawals,runoff,2030,353.7613066303601
Canada,Mackenzie_water withdrawals,runoff,2035,366.8708849617409
Canada,Mackenzie_water withdrawals,runoff,2040,358.36573007159404
Canada,Mackenzie_water withdrawals,runoff,2045,362.447155628101
Canada,Mackenzie_water withdrawals,runoff,2050,362.16999668020117
Canada,Mackenzie_water withdrawals,runoff,2055,317.131280564469
Canada,Mackenzie_water withdrawals,runoff,2060,350.4805853042029
Canada,Mackenzie_water withdrawals,runoff,2065,349.7583247107719
Canada,Mackenzie_water withdrawals,runoff,2070,370.8210114712727
Canada,Mackenzie_water withdrawals,runoff,2075,343.827638561006
Canada,Mackenzie_water withdrawals,runoff,2080,377.66825471655545
Canada,Mackenzie_water withdrawals,runoff,2085,319.2923390662402
Canada,Mackenzie_water withdrawals,runoff,2090,359.58112239066986
Canada,Mackenzie_water withdrawals,runoff,2095,353.64228108922543
Canada,Mackenzie_water withdrawals,runoff,2100,369.9832293474853
European Free Trade Association,Iceland_water withdrawals,runoff,2020,214.87239188897792
European Free Trade Association,Iceland_water withdrawals,runoff,2025,167.27897553356075
European Free Trade Association,Iceland_water withdrawals,runoff,2030,178.01170178918133
European Free Trade Association,Iceland_water withdrawals,runoff,2035,174.41392035431585
European Free Trade Association,Iceland_water withdrawals,runoff,2040,167.8770202885445
European Free Trade Association,Iceland_water withdrawals,runoff,2045,185.50319106824668
European Free Trade Association,Iceland_water withdrawals,runoff,2050,182.8712555224184
European Free Trade Association,Iceland_water withdrawals,runoff,2055,171.3473422649156
European Free Trade Association,Iceland_water withdrawals,runoff,2060,166.5961680339996
European Free Trade Association,Iceland_water withdrawals,runoff,2065,181.9308651680639
European Free Trade Association,Iceland_water withdrawals,runoff,2070,156.59924904490953
European Free Trade Association,Iceland_water withdrawals,runoff,2075,151.31001394493595
European Free Trade Association,Iceland_water withdrawals,runoff,2080,194.7174855163319
European Free Trade Association,Iceland_water withdrawals,runoff,2085,179.61943581869474
European Free Trade Association,Iceland_water withdrawals,runoff,2090,170.07861167677115
European Free Trade Association,Iceland_water withdrawals,runoff,2095,170.9721688358333
European Free Trade Association,Iceland_water withdrawals,runoff,2100,163.86642383487103
EU-15,Sweden_water withdrawals,runoff,2020,199.58457894520197
EU-15,Sweden_water withdrawals,runoff,2025,222.00089642546928
EU-15,Sweden_water withdrawals,runoff,2030,218.6596221730696
EU-15,Sweden_water withdrawals,runoff,2035,227.15073904815864
EU-15,Sweden_water withdrawals,runoff,2040,255.6621776070969
EU-15,Sweden_water withdrawals,runoff,2045,256.2637895031531
EU-15,Sweden_water withdrawals,runoff,2050,222.5208764467724
EU-15,Sweden_water withdrawals,runoff,2055,227.11477872733212
EU-15,Sweden_water withdrawals,runoff,2060,233.5181852402032
EU-15,Sweden_water withdrawals,runoff,2065,241.32826278570911
EU-15,Sweden_water withdrawals,runoff,2070,246.78553565025354
EU-15,Sweden_water withdrawals,runoff,2075,214.1916098281365
EU-15,Sweden_water withdrawals,runoff,2080,246.80519593387416
EU-15,Sweden_water withdrawals,runoff,2085,257.1873298870093
EU-15,Sweden_water withdrawals,runoff,2090,256.07737982292144
EU-15,Sweden_water withdrawals,runoff,2095,230.31082335103034
EU-15,Sweden_water withdrawals,runoff,2100,260.53810877763937
EU-15,Finland_water withdrawals,runoff,2020,80.5303166466102
