region,renewresource,sub.renewable.resource,year,maxSubResource
EU-15,ArcticIsl_water withdrawals,runoff,2020,772.2916776779382
EU-15,ArcticIsl_water withdrawals,runoff,2025,773.9892678075137
EU-15,ArcticIsl_water withdrawals,runoff,2030,790.4901532899759
EU-15,ArcticIsl_water withdrawals,runoff,2035,748.717051247663
EU-15,ArcticIsl_water withdrawals,runoff,2040,911.3449850419953
EU-15,ArcticIsl_water withdrawals,runoff,2045,852.5451425527793
EU-15,ArcticIsl_water withdrawals,runoff,2050,922.5003839378633
EU-15,ArcticIsl_water withdrawals,runoff,2055,807.5328188516911
EU-15,ArcticIsl_water withdrawals,runoff,2060,957.060225867874
EU-15,ArcticIsl_water withdrawals,runoff,2065,859.6528389770681
EU-15,ArcticIsl_water withdrawals,runoff,2070,835.7346143235487
EU-15,ArcticIsl_water withdrawals,runoff,2075,1047.3881584298226
EU-15,ArcticIsl_water withdrawals,runoff,2080,958.3350596946697
EU-15,ArcticIsl_water withdrawals,runoff,2085,1068.5585705106696
EU-15,ArcticIsl_water withdrawals,runoff,2090,1179.5173943153702
EU-15,ArcticIsl_water withdrawals,runoff,2095,1147.0397620080535
EU-15,ArcticIsl_water withdrawals,runoff,2100,1092.850093179502
Canada,NWTerr_water withdrawals,runoff,2020,550.9616798518424
Canada,NWTerr_water withdrawals,runoff,2025,697.1334320085874
Canada,NWTerr_water withdrawals,runoff,2030,533.4425844505635
Canada,NWTerr_water withdrawals,runoff,2035,585.8989088541939
Canada,NWTerr_water withdrawals,runoff,2040,627.2323281493522
Canada,NWTerr_water withdrawals,runoff,2045,614.6705939145412
Canada,NWTerr_water withdrawals,runoff,2050,646.1321540851746
Canada,NWTerr_water withdrawals,runoff,2055,510.01228211419874
Canada,NWTerr_water withdrawals,runoff,2060,631.4914176132469
Canada,NWTerr_water withdrawals,runoff,2065,728.2852838958111
Canada,NWTerr_water withdrawals,runoff,2070,639.5912079597047
Canada,NWTerr_water withdrawals,runoff,2075,605.5827986284999
Canada,NWTerr_water withdrawals,runoff,2080,727.5787652822463
Canada,NWTerr_water withdrawals,runoff,2085,733.2141011378432
Canada,NWTerr_water withdrawals,runoff,2090,768.8190906184906
Canada,NWTerr_water withdrawals,runoff,2095,781.035803432743
Canada,NWTerr_water withdrawals,runoff,2100,686.3067069836933
Russia,SiberiaN_water withdrawals,runoff,2020,282.2139513609807
Russia,SiberiaN_water withdrawals,runoff,2025,313.6822778210253
Russia,SiberiaN_water withdrawals,runoff,2030,249.0851058600377
Russia,SiberiaN_water withdrawals,runoff,2035,293.2453447810764
Russia,SiberiaN_water withdrawals,runoff,2040,262.7293661426652
Russia,SiberiaN_water withdrawals,runoff,2045,307.04606357411075
Russia,SiberiaN_water withdrawals,runoff,2050,286.86286223889977
Russia,SiberiaN_water withdrawals,runoff,2055,319.12536659094513
Russia,SiberiaN_water withdrawals,runoff,2060,316.68052505226154
Russia,SiberiaN_water withdrawals,runoff,2065,305.08643312056836
