region,renewresource,sub.renewable.resource,year,maxSubResource
EU-15,ArcticIsl_water withdrawals,runoff,2020,757.198478466166
EU-15,ArcticIsl_water withdrawals,runoff,2025,738.3616778386665
EU-15,ArcticIsl_water withdrawals,runoff,2030,774.929854176074
EU-15,ArcticIsl_water withdrawals,runoff,2035,746.59551527393
EU-15,ArcticIsl_water withdrawals,runoff,2040,938.250622403731
EU-15,ArcticIsl_water withdrawals,runoff,2045,922.2601497708862
EU-15,ArcticIsl_water withdrawals,runoff,2050,947.918893171199
EU-15,ArcticIsl_water withdrawals,runoff,2055,867.6829476793575
EU-15,ArcticIsl_water withdrawals,runoff,2060,1001.6652587116425
EU-15,ArcticIsl_water withdrawals,runoff,2065,862.5949935962642
EU-15,ArcticIsl_water withdrawals,runoff,2070,814.5932790118443
EU-15,ArcticIsl_water withdrawals,runoff,2075,1097.045342461162
EU-15,ArcticIsl_water withdrawals,runoff,2080,1027.7036282758174
EU-15,ArcticIsl_water withdrawals,runoff,2085,1019.8927232684495
EU-15,ArcticIsl_water withdrawals,runoff,2090,1231.5709670568326
EU-15,ArcticIsl_water withdrawals,runoff,2095,1196.5857332465719
EU-15,ArcticIsl_water withdrawals,runoff,2100,1067.1405101757275
Canada,NWTerr_water withdrawals,runoff,2020,539.0732210344086
Canada,NWTerr_water withdrawals,runoff,2025,646.4282673459463
Canada,NWTerr_water withdrawals,runoff,2030,578.4830739624463
Canada,NWTerr_water withdrawals,runoff,2035,587.5352118061312
Canada,NWTerr_water withdrawals,runoff,2040,684.8773412735196
Canada,NWTerr_water withdrawals,runoff,2045,538.6090844454886
Canada,NWTerr_water withdrawals,runoff,2050,547.7477838327547
Canada,NWTerr_water withdrawals,runoff,2055,731.5249753972338
Canada,NWTerr_water withdrawals,runoff,2060,603.1423445312855
Canada,NWTerr_water withdrawals,runoff,2065,654.8202250602563
Canada,NWTerr_water withdrawals,runoff,2070,549.7520282963176
Canada,NWTerr_water withdrawals,runoff,2075,698.0002961796854
Canada,NWTerr_water withdrawals,runoff,2080,823.3047975760462
Canada,NWTerr_water withdrawals,runoff,2085,761.2822583825553
Canada,NWTerr_water withdrawals,runoff,2090,699.1461618536993
Canada,NWTerr_water withdrawals,runoff,2095,735.0161104412838
Canada,NWTerr_water withdrawals,runoff,2100,693.5740905479518
Russia,SiberiaN_water withdrawals,runoff,2020,278.57325189507293
Russia,SiberiaN_water withdrawals,runoff,2025,305.06512466790974
Russia,SiberiaN_water withdrawals,runoff,2030,270.63038597829035
Russia,SiberiaN_water withdrawals,runoff,2035,260.70320351324233
Russia,SiberiaN_water withdrawals,runoff,2040,274.169183450333
Russia,SiberiaN_water withdrawals,runoff,2045,304.1188992905355
Russia,SiberiaN_water withdrawals,runoff,2050,286.9317373543862
Russia,SiberiaN_water withdrawals,runoff,2055,300.7199240272853
Russia,SiberiaN_water withdrawals,runoff,2060,326.13974491547043
Russia,SiberiaN_water withdrawals,runoff,2065,315.11129328616096
Russia,SiberiaN_water withdrawals,runoff,2070,331.8028227570981
Russia,SiberiaN_water withdrawals,runoff,2075,347.9059393872918
Russia,SiberiaN_water withdrawals,runoff,2080,333.31287139263736
Russia,SiberiaN_water withdrawals,runoff,2085,378.9414663583402
Russia,SiberiaN_water withdrawals,runoff,2090,359.88925234353417
Russia,SiberiaN_water withdrawals,runoff,2095,323.41195956602894
Russia,SiberiaN_water withdrawals,runoff,2100,375.9558255623598
Russia,SiberiaW_water withdrawals,runoff,2020,993.9716484349898
Russia,SiberiaW_water withdrawals,runoff,2025,955.5704813430766
Russia,SiberiaW_water withdrawals,runoff,2030,992.6526122773724
Russia,SiberiaW_water withdrawals,runoff,2035,933.427406801803
Russia,SiberiaW_water withdrawals,runoff,2040,1016.8124729266012
Russia,SiberiaW_water withdrawals,runoff,2045,1046.0161271899785
Russia,SiberiaW_water withdrawals,runoff,2050,980.73849317925
Russia,SiberiaW_water withdrawals,runoff,2055,1087.0571645681334
Russia,SiberiaW_water withdrawals,runoff,2060,984.6760427564517
Russia,SiberiaW_water withdrawals,runoff,2065,992.3214911061066
Russia,SiberiaW_water withdrawals,runoff,2070,979.2532078678232
Russia,SiberiaW_water withdrawals,runoff,2075,1156.975520690677
Russia,SiberiaW_water withdrawals,runoff,2080,1053.350343700999
