region,renewresource,sub.renewable.resource,year,maxSubResource
EU-15,ArcticIsl_water withdrawals,runoff,2020,757.4992167905646
EU-15,ArcticIsl_water withdrawals,runoff,2025,722.09682335883
EU-15,ArcticIsl_water withdrawals,runoff,2030,780.631521149023
EU-15,ArcticIsl_water withdrawals,runoff,2035,758.682792587788
EU-15,ArcticIsl_water withdrawals,runoff,2040,938.3558929695424
EU-15,ArcticIsl_water withdrawals,runoff,2045,877.9028902324266
EU-15,ArcticIsl_water withdrawals,runoff,2050,884.7234518642344
EU-15,ArcticIsl_water withdrawals,runoff,2055,899.1568035920093
EU-15,ArcticIsl_water withdrawals,runoff,2060,1035.7623795142285
EU-15,ArcticIsl_water withdrawals,runoff,2065,812.3902682705669
EU-15,ArcticIsl_water withdrawals,runoff,2070,817.6543612647126
EU-15,ArcticIsl_water withdrawals,runoff,2075,940.955382691521
EU-15,ArcticIsl_water withdrawals,runoff,2080,924.6232119803019
EU-15,ArcticIsl_water withdrawals,runoff,2085,969.4789400648557
EU-15,ArcticIsl_water withdrawals,runoff,2090,1146.220138812601
EU-15,ArcticIsl_water withdrawals,runoff,2095,1117.1425792516045
EU-15,ArcticIsl_water withdrawals,runoff,2100,1025.228629411874
Canada,NWTerr_water withdrawals,runoff,2020,563.6627037985496
Canada,NWTerr_water withdrawals,runoff,2025,619.6054165708168
Canada,NWTerr_water withdrawals,runoff,2030,609.3248455735913
Canada,NWTerr_water withdrawals,runoff,2035,701.2892455242176
Canada,NWTerr_water withdrawals,runoff,2040,672.1933937807686
Canada,NWTerr_water withdrawals,runoff,2045,576.954889156989
Canada,NWTerr_water withdrawals,runoff,2050,653.0794120965537
Canada,NWTerr_water withdrawals,runoff,2055,610.6656190474287
Canada,NWTerr_water withdrawals,runoff,2060,646.1076784729826
Canada,NWTerr_water withdrawals,runoff,2065,603.7895231160821
Canada,NWTerr_water withdrawals,runoff,2070,633.3555897645831
Canada,NWTerr_water withdrawals,runoff,2075,605.381404231757
Canada,NWTerr_water withdrawals,runoff,2080,749.7436065836102
Canada,NWTerr_water withdrawals,runoff,2085,693.0948222239552
Canada,NWTerr_water withdrawals,runoff,2090,766.0876144554519
Canada,NWTerr_water withdrawals,runoff,2095,697.3053982419307
Canada,NWTerr_water withdrawals,runoff,2100,702.2839710337347
Russia,SiberiaN_water withdrawals,runoff,2020,281.65813527021106
Russia,SiberiaN_water withdrawals,runoff,2025,278.41940678089816
Russia,SiberiaN_water withdrawals,runoff,2030,235.23713213821807
Russia,SiberiaN_water withdrawals,runoff,2035,293.37274960402823
Russia,SiberiaN_water withdrawals,runoff,2040,262.30657382565516
Russia,SiberiaN_water withdrawals,runoff,2045,293.4189573694212
Russia,SiberiaN_water withdrawals,runoff,2050,291.1324658948435
Russia,SiberiaN_water withdrawals,runoff,2055,331.30332569683407
Russia,SiberiaN_water withdrawals,runoff,2060,342.47883412165254
Russia,SiberiaN_water withdrawals,runoff,2065,328.9730287058936
Russia,SiberiaN_water withdrawals,runoff,2070,318.6503239906355
Russia,SiberiaN_water withdrawals,runoff,2075,345.55300782677875
Russia,SiberiaN_water withdrawals,runoff,2080,342.3850149709906
Russia,SiberiaN_water withdrawals,runoff,2085,388.90308644771255
Russia,SiberiaN_water withdrawals,runoff,2090,354.0924773202572
Russia,SiberiaN_water withdrawals,runoff,2095,329.57924268051715
Russia,SiberiaN_water withdrawals,runoff,2100,350.79020749254335
Russia,SiberiaW_water withdrawals,runoff,2020,1010.9771452012822
Russia,SiberiaW_water withdrawals,runoff,2025,963.2944996603185
Russia,SiberiaW_water withdrawals,runoff,2030,884.5769849751517
Russia,SiberiaW_water withdrawals,runoff,2035,976.6811064359632
Russia,SiberiaW_water withdrawals,runoff,2040,1009.8968082939173
Russia,SiberiaW_water withdrawals,runoff,2045,1064.6136904563605
Russia,SiberiaW_water withdrawals,runoff,2050,1030.0322672397583
Russia,SiberiaW_water withdrawals,runoff,2055,1071.2139330984382
