region,renewresource,sub.renewable.resource,year,maxSubResource
EU-15,ArcticIsl_water withdrawals,runoff,2020,771.2376167104273
EU-15,ArcticIsl_water withdrawals,runoff,2025,779.1308259086139
EU-15,ArcticIsl_water withdrawals,runoff,2030,739.0507515766687
EU-15,ArcticIsl_water withdrawals,runoff,2035,831.2041803132736
EU-15,ArcticIsl_water withdrawals,runoff,2040,909.0625313117307
EU-15,ArcticIsl_water withdrawals,runoff,2045,833.9140059516598
EU-15,ArcticIsl_water withdrawals,runoff,2050,959.7745506381647
EU-15,ArcticIsl_water withdrawals,runoff,2055,838.582398791639
EU-15,ArcticIsl_water withdrawals,runoff,2060,1042.5087676017185
EU-15,ArcticIsl_water withdrawals,runoff,2065,808.8579404169051
EU-15,ArcticIsl_water withdrawals,runoff,2070,834.6537703213431
EU-15,ArcticIsl_water withdrawals,runoff,2075,981.6707944866727
EU-15,ArcticIsl_water withdrawals,runoff,2080,1052.3148065337095
EU-15,ArcticIsl_water withdrawals,runoff,2085,1001.990558363352
EU-15,ArcticIsl_water withdrawals,runoff,2090,1098.4930588768955
EU-15,ArcticIsl_water withdrawals,runoff,2095,1191.6192454628301
EU-15,ArcticIsl_water withdrawals,runoff,2100,1084.0952387451866
Canada,NWTerr_water withdrawals,runoff,2020,538.4464487026532
Canada,NWTerr_water withdrawals,runoff,2025,571.2681471495096
Canada,NWTerr_water withdrawals,runoff,2030,542.4720481385442
Canada,NWTerr_water withdrawals,runoff,2035,641.4644021706639
Canada,NWTerr_water withdrawals,runoff,2040,658.563304114269
Canada,NWTerr_water withdrawals,runoff,2045,604.9467499526618
Canada,NWTerr_water withdrawals,runoff,2050,634.5104697566015
Canada,NWTerr_water withdrawals,runoff,2055,601.9571589617951
Canada,NWTerr_water withdrawals,runoff,2060,580.1998736738796
Canada,NWTerr_water withdrawals,runoff,2065,592.2845646498274
Canada,NWTerr_water withdrawals,runoff,2070,732.4097220172222
Canada,NWTerr_water withdrawals,runoff,2075,593.9621721659146
Canada,NWTerr_water withdrawals,runoff,2080,651.5107202936304
Canada,NWTerr_water withdrawals,runoff,2085,708.3066081078035
Canada,NWTerr_water withdrawals,runoff,2090,716.9656304431244
Canada,NWTerr_water withdrawals,runoff,2095,754.5216111960237
Canada,NWTerr_water withdrawals,runoff,2100,706.6371638058104
Russia,SiberiaN_water withdrawals,runoff,2020,273.8420152013532
Russia,SiberiaN_water withdrawals,runoff,2025,298.51273475663055
Russia,SiberiaN_water withdrawals,runoff,2030,250.75085477514546
Russia,SiberiaN_water withdrawals,runoff,2035,296.64321791971935
Russia,SiberiaN_water withdrawals,runoff,2040,264.48478169531467
Russia,SiberiaN_water withdrawals,runoff,2045,278.26986590790887
Russia,SiberiaN_water withdrawals,runoff,2050,293.3903265095231
Russia,SiberiaN_water withdrawals,runoff,2055,322.25405150240897
Russia,SiberiaN_water withdrawals,runoff,2060,316.5101848159444
Russia,SiberiaN_water withdrawals,runoff,2065,333.26950442455507
Russia,SiberiaN_water withdrawals,runoff,2070,311.90352007214426
Russia,SiberiaN_water withdrawals,runoff,2075,342.23651451964747
Russia,SiberiaN_water withdrawals,runoff,2080,352.3976400986459
Russia,SiberiaN_water withdrawals,runoff,2085,377.56926877946387
Russia,SiberiaN_water withdrawals,runoff,2090,378.6665105634877
Russia,SiberiaN_water withdrawals,runoff,2095,336.8349312836803
Russia,SiberiaN_water withdrawals,runoff,2100,356.2703754109651
Russia,SiberiaW_water withdrawals,runoff,2020,1024.4546034085283
Russia,SiberiaW_water withdrawals,runoff,2025,857.5110662788095
Russia,SiberiaW_water withdrawals,runoff,2030,1043.2394561952453
Russia,SiberiaW_water withdrawals,runoff,2035,996.7476799991149
Russia,SiberiaW_water withdrawals,runoff,2040,1056.5026782738432
Russia,SiberiaW_water withdrawals,runoff,2045,1078.6394193273527
Russia,SiberiaW_water withdrawals,runoff,2050,1008.8423402612825
Russia,SiberiaW_water withdrawals,runoff,2055,1060.8400384155989
Russia,SiberiaW_water withdrawals,runoff,2060,941.1065006586681
Russia,SiberiaW_water withdrawals,runoff,2065,945.951887742106
