region,renewresource,sub.renewable.resource,year,maxSubResource
EU-15,ArcticIsl_water withdrawals,runoff,2020,756.3566685055698
EU-15,ArcticIsl_water withdrawals,runoff,2025,725.7014278635356
EU-15,ArcticIsl_water withdrawals,runoff,2030,819.9093930817022
EU-15,ArcticIsl_water withdrawals,runoff,2035,784.3677165396846
EU-15,ArcticIsl_water withdrawals,runoff,2040,868.0943422424432
EU-15,ArcticIsl_water withdrawals,runoff,2045,863.7888087000999
EU-15,ArcticIsl_water withdrawals,runoff,2050,928.0329399481965
EU-15,ArcticIsl_water withdrawals,runoff,2055,873.0230899737562
EU-15,ArcticIsl_water withdrawals,runoff,2060,1023.5289023636622
EU-15,ArcticIsl_water withdrawals,runoff,2065,801.1770968593831
EU-15,ArcticIsl_water withdrawals,runoff,2070,838.5849873104402
EU-15,ArcticIsl_water withdrawals,runoff,2075,966.9511019225832
EU-15,ArcticIsl_water withdrawals,runoff,2080,927.2330500586877
EU-15,ArcticIsl_water withdrawals,runoff,2085,1040.2791904936028
EU-15,ArcticIsl_water withdrawals,runoff,2090,1208.390694199948
EU-15,ArcticIsl_water withdrawals,runoff,2095,1158.1039143832977
EU-15,ArcticIsl_water withdrawals,runoff,2100,1072.9179597818281
Canada,NWTerr_water withdrawals,runoff,2020,536.5829791517248
Canada,NWTerr_water withdrawals,runoff,2025,715.3134737553524
Canada,NWTerr_water withdrawals,runoff,2030,556.2322453958311
Canada,NWTerr_water withdrawals,runoff,2035,581.4273632621753
Canada,NWTerr_water withdrawals,runoff,2040,629.1908778181353
Canada,NWTerr_water withdrawals,runoff,2045,596.0640515735943
Canada,NWTerr_water withdrawals,runoff,2050,618.4546443629908
Canada,NWTerr_water withdrawals,runoff,2055,556.0175980725364
Canada,NWTerr_water withdrawals,runoff,2060,572.286191130051
Canada,NWTerr_water withdrawals,runoff,2065,616.0226087652942
Canada,NWTerr_water withdrawals,runoff,2070,631.4623784821856
Canada,NWTerr_water withdrawals,runoff,2075,597.0199055544114
Canada,NWTerr_water withdrawals,runoff,2080,751.3599706530106
Canada,NWTerr_water withdrawals,runoff,2085,757.2310096670077
Canada,NWTerr_water withdrawals,runoff,2090,671.6052997250828
Canada,NWTerr_water withdrawals,runoff,2095,753.5865021874358
Canada,NWTerr_water withdrawals,runoff,2100,694.0942609911586
Russia,SiberiaN_water withdrawals,runoff,2020,279.3818653287771
Russia,SiberiaN_water withdrawals,runoff,2025,282.3615744398652
Russia,SiberiaN_water withdrawals,runoff,2030,239.7764135296192
Russia,SiberiaN_water withdrawals,runoff,2035,286.19889660151466
Russia,SiberiaN_water withdrawals,runoff,2040,258.14620752664575
Russia,SiberiaN_water withdrawals,runoff,2045,314.68842045988504
Russia,SiberiaN_water withdrawals,runoff,2050,296.9194638956095
Russia,SiberiaN_water withdrawals,runoff,2055,340.08115463052485
Russia,SiberiaN_water withdrawals,runoff,2060,328.6691569478413
Russia,SiberiaN_water withdrawals,runoff,2065,306.0232452723885
Russia,SiberiaN_water withdrawals,runoff,2070,332.0645604739287
Russia,SiberiaN_water withdrawals,runoff,2075,339.6101183069228
Russia,SiberiaN_water withdrawals,runoff,2080,335.3753046440449
Russia,SiberiaN_water withdrawals,runoff,2085,392.7619645945255
Russia,SiberiaN_water withdrawals,runoff,2090,373.46493466691396
Russia,SiberiaN_water withdrawals,runoff,2095,333.1191120895448
Russia,SiberiaN_water withdrawals,runoff,2100,363.9077265603999
Russia,SiberiaW_water withdrawals,runoff,2020,997.4041135393085
Russia,SiberiaW_water withdrawals,runoff,2025,983.4423345814992
Russia,SiberiaW_water withdrawals,runoff,2030,1035.2714131320845
Russia,SiberiaW_water withdrawals,runoff,2035,988.0284514842151
Russia,SiberiaW_water withdrawals,runoff,2040,961.6740675344529
Russia,SiberiaW_water withdrawals,runoff,2045,1013.712636531772
Russia,SiberiaW_water withdrawals,runoff,2050,1075.2119342596284
Russia,SiberiaW_water withdrawals,runoff,2055,1032.9591583897302
Russia,SiberiaW_water withdrawals,runoff,2060,974.9387769534817
Russia,SiberiaW_water withdrawals,runoff,2065,899.0157738993521
Russia,SiberiaW_water withdrawals,runoff,2070,1044.8841116320727
Russia,SiberiaW_water withdrawals,runoff,2075,1101.748073446803
Russia,SiberiaW_water withdrawals,runoff,2080,1211.7586836970047
Russia,SiberiaW_water withdrawals,runoff,2085,1118.1271598065318
Russia,SiberiaW_water withdrawals,runoff,2090,1079.5936742499719
Russia,SiberiaW_water withdrawals,runoff,2095,1137.4095125863773
Russia,SiberiaW_water withdrawals,runoff,2100,1165.127436071652
Russia,KaraSea_water withdrawals,runoff,2020,207.72138244898278
Russia,KaraSea_water withdrawals,runoff,2025,219.61112777948193
Russia,KaraSea_water withdrawals,runoff,2030,207.7735563444158
Russia,KaraSea_water withdrawals,runoff,2035,206.82233028877826
Russia,KaraSea_water withdrawals,runoff,2040,237.49268720545442
Russia,KaraSea_water withdrawals,runoff,2045,235.48881501866146
Russia,KaraSea_water withdrawals,runoff,2050,245.68258966023464
Russia,KaraSea_water withdrawals,runoff,2055,232.2911830436411
Russia,KaraSea_water withdrawals,runoff,2060,226.69669957732253
Russia,KaraSea_water withdrawals,runoff,2065,202.8848536825937
Russia,KaraSea_water withdrawals,runoff,2070,250.90935719620535
Russia,KaraSea_water withdrawals,runoff,2075,228.512871087586
Russia,KaraSea_water withdrawals,runoff,2080,222.98316453069756
Russia,KaraSea_water withdrawals,runoff,2085,264.2261720868902
Russia,KaraSea_water withdrawals,runoff,2090,226.622919240723
Russia,KaraSea_water withdrawals,runoff,2095,240.98594070982344
Russia,KaraSea_water withdrawals,runoff,2100,239.2812443789096
Russia,LenaR_water withdrawals,runoff,2020,488.99160451727874
Russia,LenaR_water withdrawals,runoff,2025,504.05564375537506
Russia,LenaR_water withdrawals,runoff,2030,490.4818784867869
Russia,LenaR_water withdrawals,runoff,2035,464.061218808023
Russia,LenaR_water withdrawals,runoff,2040,454.32062663940997
Russia,LenaR_water withdrawals,runoff,2045,479.8234329961122
Russia,LenaR_water withdrawals,runoff,2050,539.3849816385025
Russia,LenaR_water withdrawals,runoff,2055,516.0584045635854
Russia,LenaR_water withdrawals,runoff,2060,495.19370928754444
Russia,LenaR_water withdrawals,runoff,2065,467.7081977678234
Russia,LenaR_water withdrawals,runoff,2070,503.0598271829531
Russia,LenaR_water withdrawals,runoff,2075,509.2855450816625
Russia,LenaR_water withdrawals,runoff,2080,473.14851925215527
Russia,LenaR_water withdrawals,runoff,2085,525.7783822764226
Russia,LenaR_water withdrawals,runoff,2090,518.8308648663358
Russia,LenaR_water withdrawals,runoff,2095,561.6701375879115
Russia,LenaR_water withdrawals,runoff,2100,541.5751127378347
USA,PacArctic_water withdrawals,runoff,2020,1440.852131801736
USA,PacArctic_water withdrawals,runoff,2025,1568.0286453837125
USA,PacArctic_water withdrawals,runoff,2030,1630.155497897329
USA,PacArctic_water withdrawals,runoff,2035,1672.7104333853815
USA,PacArctic_water withdrawals,runoff,2040,1609.0213981262625
USA,PacArctic_water withdrawals,runoff,2045,1626.5727344750278
USA,PacArctic_water withdrawals,runoff,2050,1637.0532790336267
USA,PacArctic_water withdrawals,runoff,2055,1671.1718607615737
USA,PacArctic_water withdrawals,runoff,2060,1662.1018018488965
USA,PacArctic_water withdrawals,runoff,2065,1666.1193644539912
USA,PacArctic_water withdrawals,runoff,2070,1692.285873969306
USA,PacArctic_water withdrawals,runoff,2075,1564.2177613186807
USA,PacArctic_water withdrawals,runoff,2080,1663.3051904352785
USA,PacArctic_water withdrawals,runoff,2085,1714.3639877121946
USA,PacArctic_water withdrawals,runoff,2090,1676.044847752814
USA,PacArctic_water withdrawals,runoff,2095,1757.583420518827
USA,PacArctic_water withdrawals,runoff,2100,1658.8476534620706
European Free Trade Association,ScndnvN_water withdrawals,runoff,2020,443.1870983310035
European Free Trade Association,ScndnvN_water withdrawals,runoff,2025,509.4285825690125
European Free Trade Association,ScndnvN_water withdrawals,runoff,2030,486.21791469311864
European Free Trade Association,ScndnvN_water withdrawals,runoff,2035,526.352863094134
European Free Trade Association,ScndnvN_water withdrawals,runoff,2040,574.0024258256334
European Free Trade Association,ScndnvN_water withdrawals,runoff,2045,533.6691929183162
European Free Trade Association,ScndnvN_water withdrawals,runoff,2050,491.7273277980363
European Free Trade Association,ScndnvN_water withdrawals,runoff,2055,574.7605600367446
European Free Trade Association,ScndnvN_water withdrawals,runoff,2060,509.27637394754345
European Free Trade Association,ScndnvN_water withdrawals,runoff,2065,504.71571650926387
European Free Trade Association,ScndnvN_water withdrawals,runoff,2070,563.282917121036
European Free Trade Association,ScndnvN_water withdrawals,runoff,2075,486.87055539096866
European Free Trade Association,ScndnvN_water withdrawals,runoff,2080,527.9944268107544
European Free Trade Association,ScndnvN_water withdrawals,runoff,2085,560.1560930473133
European Free Trade Association,ScndnvN_water withdrawals,runoff,2090,564.8311085181225
European Free Trade Association,ScndnvN_water withdrawals,runoff,2095,516.6980404726517
European Free Trade Association,ScndnvN_water withdrawals,runoff,2100,535.7171087188697
Russia,BarentsSea_water withdrawals,runoff,2020,253.49034499660883
Russia,BarentsSea_water withdrawals,runoff,2025,265.35034485780045
Russia,BarentsSea_water withdrawals,runoff,2030,263.641953624754
Russia,BarentsSea_water withdrawals,runoff,2035,254.53873787432258
Russia,BarentsSea_water withdrawals,runoff,2040,290.7076625895611
Russia,BarentsSea_water withdrawals,runoff,2045,278.7410709475447
Russia,BarentsSea_water withdrawals,runoff,2050,274.12406874184387
Russia,BarentsSea_water withdrawals,runoff,2055,295.31810390002323
Russia,BarentsSea_water withdrawals,runoff,2060,286.55803060449534
Russia,BarentsSea_water withdrawals,runoff,2065,264.69598639322123
Russia,BarentsSea_water withdrawals,runoff,2070,272.61562705930083
Russia,BarentsSea_water withdrawals,runoff,2075,255.67043486851452
Russia,BarentsSea_water withdrawals,runoff,2080,264.04232747230185
Russia,BarentsSea_water withdrawals,runoff,2085,303.0955861514945
Russia,BarentsSea_water withdrawals,runoff,2090,293.0465775584957
Russia,BarentsSea_water withdrawals,runoff,2095,279.09899777217174
Russia,BarentsSea_water withdrawals,runoff,2100,290.5501584460956
Canada,Mackenzie_water withdrawals,runoff,2020,357.4301981430018
Canada,Mackenzie_water withdrawals,runoff,2025,364.981976775754
Canada,Mackenzie_water withdrawals,runoff,2030,347.2449113157741
Canada,Mackenzie_water withdrawals,runoff,2035,357.826118860129
Canada,Mackenzie_water withdrawals,runoff,2040,341.5446951813086
Canada,Mackenzie_water withdrawals,runoff,2045,359.9719634959286
Canada,Mackenzie_water withdrawals,runoff,2050,359.92192217460916
Canada,Mackenzie_water withdrawals,runoff,2055,327.24717370125165
Canada,Mackenzie_water withdrawals,runoff,2060,362.90349537821976
