region,renewresource,sub.renewable.resource,year,maxSubResource
EU-15,ArcticIsl_water withdrawals,runoff,2020,762.6360541668762
EU-15,ArcticIsl_water withdrawals,runoff,2025,730.1126536589422
EU-15,ArcticIsl_water withdrawals,runoff,2030,829.6390276781913
EU-15,ArcticIsl_water withdrawals,runoff,2035,805.8538456971663
EU-15,ArcticIsl_water withdrawals,runoff,2040,825.9343171482362
EU-15,ArcticIsl_water withdrawals,runoff,2045,826.11757626213
EU-15,ArcticIsl_water withdrawals,runoff,2050,938.7675910574804
EU-15,ArcticIsl_water withdrawals,runoff,2055,858.0043452226384
EU-15,ArcticIsl_water withdrawals,runoff,2060,1052.4483491635951
EU-15,ArcticIsl_water withdrawals,runoff,2065,865.8542000482839
EU-15,ArcticIsl_water withdrawals,runoff,2070,782.1214534863709
EU-15,ArcticIsl_water withdrawals,runoff,2075,1049.3556658701114
EU-15,ArcticIsl_water withdrawals,runoff,2080,961.3584015840348
EU-15,ArcticIsl_water withdrawals,runoff,2085,1041.2396703806803
EU-15,ArcticIsl_water withdrawals,runoff,2090,1176.92767431758
EU-15,ArcticIsl_water withdrawals,runoff,2095,1125.3018756386468
EU-15,ArcticIsl_water withdrawals,runoff,2100,1115.630671143025
Canada,NWTerr_water withdrawals,runoff,2020,569.8768071143538
Canada,NWTerr_water withdrawals,runoff,2025,591.7302581755273
Canada,NWTerr_water withdrawals,runoff,2030,566.1233883289619
Canada,NWTerr_water withdrawals,runoff,2035,551.818591519856
Canada,NWTerr_water withdrawals,runoff,2040,618.2134199128714
Canada,NWTerr_water withdrawals,runoff,2045,572.3515414373212
Canada,NWTerr_water withdrawals,runoff,2050,613.8144519499331
Canada,NWTerr_water withdrawals,runoff,2055,561.59472734647
Canada,NWTerr_water withdrawals,runoff,2060,644.2366005470782
Canada,NWTerr_water withdrawals,runoff,2065,699.6807475539866
Canada,NWTerr_water withdrawals,runoff,2070,631.2761188766826
Canada,NWTerr_water withdrawals,runoff,2075,625.1783313958375
Canada,NWTerr_water withdrawals,runoff,2080,616.3200116058348
Canada,NWTerr_water withdrawals,runoff,2085,717.278689178458
Canada,NWTerr_water withdrawals,runoff,2090,699.0250626829908
Canada,NWTerr_water withdrawals,runoff,2095,727.8452450314737
Canada,NWTerr_water withdrawals,runoff,2100,806.658519734289
Russia,SiberiaN_water withdrawals,runoff,2020,278.74595818663636
Russia,SiberiaN_water withdrawals,runoff,2025,291.02066631142753
Russia,SiberiaN_water withdrawals,runoff,2030,246.70801626088982
Russia,SiberiaN_water withdrawals,runoff,2035,269.900098811293
Russia,SiberiaN_water withdrawals,runoff,2040,250.02653031081076
Russia,SiberiaN_water withdrawals,runoff,2045,300.2273086663175
Russia,SiberiaN_water withdrawals,runoff,2050,281.5419412925421
Russia,SiberiaN_water withdrawals,runoff,2055,334.00868149182145
Russia,SiberiaN_water withdrawals,runoff,2060,327.4091286268191
