region,renewresource,sub.renewable.resource,year,maxSubResource
EU-15,ArcticIsl_water withdrawals,runoff,2020,760.9790959099123
EU-15,ArcticIsl_water withdrawals,runoff,2025,799.309733491865
EU-15,ArcticIsl_water withdrawals,runoff,2030,773.3796887250539
EU-15,ArcticIsl_water withdrawals,runoff,2035,835.5940115819283
EU-15,ArcticIsl_water withdrawals,runoff,2040,942.2962169047287
EU-15,ArcticIsl_water withdrawals,runoff,2045,801.6802145335843
EU-15,ArcticIsl_water withdrawals,runoff,2050,867.3021903249571
EU-15,ArcticIsl_water withdrawals,runoff,2055,855.0804756817557
EU-15,ArcticIsl_water withdrawals,runoff,2060,999.219102222581
EU-15,ArcticIsl_water withdrawals,runoff,2065,811.7437019560172
EU-15,ArcticIsl_water withdrawals,runoff,2070,854.4435528517237
EU-15,ArcticIsl_water withdrawals,runoff,2075,1043.3188176279632
EU-15,ArcticIsl_water withdrawals,runoff,2080,1007.4351987365204
EU-15,ArcticIsl_water withdrawals,runoff,2085,927.6428580438935
EU-15,ArcticIsl_water withdrawals,runoff,2090,1101.4873925136915
EU-15,ArcticIsl_water withdrawals,runoff,2095,1077.4812042080623
EU-15,ArcticIsl_water withdrawals,runoff,2100,1032.7181195136286
Canada,NWTerr_water withdrawals,runoff,2020,554.9070829344655
Canada,NWTerr_water withdrawals,runoff,2025,642.558537389939
Canada,NWTerr_water withdrawals,runoff,2030,542.4315518495837
Canada,NWTerr_water withdrawals,runoff,2035,625.6396155894789
Canada,NWTerr_water withdrawals,runoff,2040,641.1483252203345
Canada,NWTerr_water withdrawals,runoff,2045,567.164038612478
Canada,NWTerr_water withdrawals,runoff,2050,551.1264483302848
Canada,NWTerr_water withdrawals,runoff,2055,568.4962995646576
Canada,NWTerr_water withdrawals,runoff,2060,606.7160912642407
Canada,NWTerr_water withdrawals,runoff,2065,666.421018544052
Canada,NWTerr_water withdrawals,runoff,2070,645.7916504000806
Canada,NWTerr_water withdrawals,runoff,2075,669.7041202411884
Canada,NWTerr_water withdrawals,runoff,2080,822.652096438214
Canada,NWTerr_water withdrawals,runoff,2085,603.9920523103664
Canada,NWTerr_water withdrawals,runoff,2090,652.2887286649969
