region,renewresource,sub.renewable.resource,year,maxSubResource
EU-15,ArcticIsl_water withdrawals,runoff,2020,754.0431666904308
EU-15,ArcticIsl_water withdrawals,runoff,2025,787.6116357718813
EU-15,ArcticIsl_water withdrawals,runoff,2030,823.1025731855123
EU-15,ArcticIsl_water withdrawals,runoff,2035,802.7386047891307
EU-15,ArcticIsl_water withdrawals,runoff,2040,836.3542823817413
EU-15,ArcticIsl_water withdrawals,runoff,2045,863.5679396493076
EU-15,ArcticIsl_water withdrawals,runoff,2050,989.5081400630497
EU-15,ArcticIsl_water withdrawals,runoff,2055,865.4119958650639
EU-15,ArcticIsl_water withdrawals,runoff,2060,986.4527922937293
EU-15,ArcticIsl_water withdrawals,runoff,2065,833.7840586047776
EU-15,ArcticIsl_water withdrawals,runoff,2070,802.6214025713404
EU-15,ArcticIsl_water withdrawals,runoff,2075,971.9566243855443
EU-15,ArcticIsl_water withdrawals,runoff,2080,995.6822437564397
EU-15,ArcticIsl_water withdrawals,runoff,2085,1004.7840461945907
EU-15,ArcticIsl_water withdrawals,runoff,2090,1132.213007287674
EU-15,ArcticIsl_water withdrawals,runoff,2095,1222.4066793017712
EU-15,ArcticIsl_water withdrawals,runoff,2100,1078.5568371954605
Canada,NWTerr_water withdrawals,runoff,2020,560.7534267755739
Canada,NWTerr_water withdrawals,runoff,2025,644.9955873606892
Canada,NWTerr_water withdrawals,runoff,2030,616.7921427793547
Canada,NWTerr_water withdrawals,runoff,2035,586.1404007124567
Canada,NWTerr_water withdrawals,runoff,2040,642.7327462424613
Canada,NWTerr_water withdrawals,runoff,2045,547.4906633079439
Canada,NWTerr_water withdrawals,runoff,2050,619.7937062428994
Canada,NWTerr_water withdrawals,runoff,2055,608.8312348731254
Canada,NWTerr_water withdrawals,runoff,2060,665.6051441671809
Canada,NWTerr_water withdrawals,runoff,2065,689.5041012433492
Canada,NWTerr_water withdrawals,runoff,2070,652.5945978939292
Canada,NWTerr_water withdrawals,runoff,2075,642.0961483267649
Canada,NWTerr_water withdrawals,runoff,2080,736.4845814422755
Canada,NWTerr_water withdrawals,runoff,2085,709.7669218485846
Canada,NWTerr_water withdrawals,runoff,2090,730.9357852771636
Canada,NWTerr_water withdrawals,runoff,2095,689.0000226265972
Canada,NWTerr_water withdrawals,runoff,2100,726.8359708680798
Russia,SiberiaN_water withdrawals,runoff,2020,288.01299172749907
Russia,SiberiaN_water withdrawals,runoff,2025,316.5912603195917
Russia,SiberiaN_water withdrawals,runoff,2030,280.64721817264524
Russia,SiberiaN_water withdrawals,runoff,2035,290.2325344607059
Russia,SiberiaN_water withdrawals,runoff,2040,259.5141214544704
Russia,SiberiaN_water withdrawals,runoff,2045,276.52510237976577
Russia,SiberiaN_water withdrawals,runoff,2050,288.3990629111429
Russia,SiberiaN_water withdrawals,runoff,2055,324.5430429788078
Russia,SiberiaN_water withdrawals,runoff,2060,351.6682449189059
Russia,SiberiaN_water withdrawals,runoff,2065,317.1622016989394
