region,renewresource,sub.renewable.resource,year,maxSubResource
EU-15,ArcticIsl_water withdrawals,runoff,2020,769.4745221819201
EU-15,ArcticIsl_water withdrawals,runoff,2025,784.8415150899065
EU-15,ArcticIsl_water withdrawals,runoff,2030,769.7900353508771
EU-15,ArcticIsl_water withdrawals,runoff,2035,847.7559081907211
EU-15,ArcticIsl_water withdrawals,runoff,2040,902.3190297152148
EU-15,ArcticIsl_water withdrawals,runoff,2045,861.6607238654663
EU-15,ArcticIsl_water withdrawals,runoff,2050,967.330954189556
EU-15,ArcticIsl_water withdrawals,runoff,2055,837.8132006814907
EU-15,ArcticIsl_water withdrawals,runoff,2060,1054.2816021660608
EU-15,ArcticIsl_water withdrawals,runoff,2065,828.1569984516085
EU-15,ArcticIsl_water withdrawals,runoff,2070,874.3239284712092
EU-15,ArcticIsl_water withdrawals,runoff,2075,1057.3649806478363
EU-15,ArcticIsl_water withdrawals,runoff,2080,1003.693605421365
EU-15,ArcticIsl_water withdrawals,runoff,2085,1016.1963850361735
EU-15,ArcticIsl_water withdrawals,runoff,2090,1140.9363554944366
EU-15,ArcticIsl_water withdrawals,runoff,2095,1132.3224240007762
EU-15,ArcticIsl_water withdrawals,runoff,2100,1095.9821059831515
Canada,NWTerr_water withdrawals,runoff,2020,560.2069538659164
Canada,NWTerr_water withdrawals,runoff,2025,685.2071068023819
Canada,NWTerr_water withdrawals,runoff,2030,636.7477777919045
Canada,NWTerr_water withdrawals,runoff,2035,724.6003593815358
Canada,NWTerr_water withdrawals,runoff,2040,724.7974113415887
Canada,NWTerr_water withdrawals,runoff,2045,595.6988897001678
Canada,NWTerr_water withdrawals,runoff,2050,564.4090034032699
Canada,NWTerr_water withdrawals,runoff,2055,574.914758502042
Canada,NWTerr_water withdrawals,runoff,2060,595.7815679900542
Canada,NWTerr_water withdrawals,runoff,2065,647.6998198916183
Canada,NWTerr_water withdrawals,runoff,2070,570.9152921879302
Canada,NWTerr_water withdrawals,runoff,2075,653.0127779315874
Canada,NWTerr_water withdrawals,runoff,2080,677.9208238524902
Canada,NWTerr_water withdrawals,runoff,2085,716.4293488208733
Canada,NWTerr_water withdrawals,runoff,2090,633.3201543271318
Canada,NWTerr_water withdrawals,runoff,2095,742.3273167560756
Canada,NWTerr_water withdrawals,runoff,2100,749.2901301122644
Russia,SiberiaN_water withdrawals,runoff,2020,281.3036626766254
Russia,SiberiaN_water withdrawals,runoff,2025,303.2843897137671
Russia,SiberiaN_water withdrawals,runoff,2030,261.00364047760934
Russia,SiberiaN_water withdrawals,runoff,2035,274.42044477171623
Russia,SiberiaN_water withdrawals,runoff,2040,275.29282266411053
Russia,SiberiaN_water withdrawals,runoff,2045,298.58377517029777
Russia,SiberiaN_water withdrawals,runoff,2050,279.82180888851514
Russia,SiberiaN_water withdrawals,runoff,2055,325.7643472068413
Russia,SiberiaN_water withdrawals,runoff,2060,333.348366073725
Russia,SiberiaN_water withdrawals,runoff,2065,300.72700717772534
Russia,SiberiaN_water withdrawals,runoff,2070,329.50716606765116
Russia,SiberiaN_water withdrawals,runoff,2075,354.25459325228223
Russia,SiberiaN_water withdrawals,runoff,2080,329.16464711087747
Russia,SiberiaN_water withdrawals,runoff,2085,385.2639650731135
Russia,SiberiaN_water withdrawals,runoff,2090,350.5166195080199
Russia,SiberiaN_water withdrawals,runoff,2095,340.57164310090747
Russia,SiberiaN_water withdrawals,runoff,2100,343.33544046140753
Russia,SiberiaW_water withdrawals,runoff,2020,1020.7625979698694
Russia,SiberiaW_water withdrawals,runoff,2025,970.2530597025567
Russia,SiberiaW_water withdrawals,runoff,2030,1021.710297525103
Russia,SiberiaW_water withdrawals,runoff,2035,932.1338465383545
Russia,SiberiaW_water withdrawals,runoff,2040,997.0957805258738
Russia,SiberiaW_water withdrawals,runoff,2045,1075.323301672145
Russia,SiberiaW_water withdrawals,runoff,2050,1051.3738403481843
Russia,SiberiaW_water withdrawals,runoff,2055,1039.1238450214266
Russia,SiberiaW_water withdrawals,runoff,2060,987.8944260202185
Russia,SiberiaW_water withdrawals,runoff,2065,931.1422742366755
Russia,SiberiaW_water withdrawals,runoff,2070,1072.1049722444736
Russia,SiberiaW_water withdrawals,runoff,2075,1130.1064359797879
Russia,SiberiaW_water withdrawals,runoff,2080,1105.6548272335617
Russia,SiberiaW_water withdrawals,runoff,2085,1099.2850917129247
Russia,SiberiaW_water withdrawals,runoff,2090,1048.0347810755836
Russia,SiberiaW_water withdrawals,runoff,2095,1110.2515504035719
Russia,SiberiaW_water withdrawals,runoff,2100,1146.9591921645394
Russia,KaraSea_water withdrawals,runoff,2020,203.02626270378516
Russia,KaraSea_water withdrawals,runoff,2025,225.85953792725505
Russia,KaraSea_water withdrawals,runoff,2030,203.02399744005217
Russia,KaraSea_water withdrawals,runoff,2035,225.21019581884957
Russia,KaraSea_water withdrawals,runoff,2040,221.7663668519111
Russia,KaraSea_water withdrawals,runoff,2045,226.95640157279286
Russia,KaraSea_water withdrawals,runoff,2050,241.76837195020266
Russia,KaraSea_water withdrawals,runoff,2055,222.64614751855865
Russia,KaraSea_water withdrawals,runoff,2060,234.5374549616447
Russia,KaraSea_water withdrawals,runoff,2065,206.60324712479513
Russia,KaraSea_water withdrawals,runoff,2070,244.54037946103782
Russia,KaraSea_water withdrawals,runoff,2075,237.8732198319618
Russia,KaraSea_water withdrawals,runoff,2080,228.24234740520083
Russia,KaraSea_water withdrawals,runoff,2085,262.6786354776476
Russia,KaraSea_water withdrawals,runoff,2090,216.30542557187377
Russia,KaraSea_water withdrawals,runoff,2095,239.04061388603768
Russia,KaraSea_water withdrawals,runoff,2100,223.68655932891298
Russia,LenaR_water withdrawals,runoff,2020,497.0729033520691
Russia,LenaR_water withdrawals,runoff,2025,511.361464120226
Russia,LenaR_water withdrawals,runoff,2030,513.7006148277426
Russia,LenaR_water withdrawals,runoff,2035,436.32538624349434
Russia,LenaR_water withdrawals,runoff,2040,473.52184034755453
Russia,LenaR_water withdrawals,runoff,2045,491.105594626947
Russia,LenaR_water withdrawals,runoff,2050,508.8831868762278
Russia,LenaR_water withdrawals,runoff,2055,518.4552150014592
Russia,LenaR_water withdrawals,runoff,2060,492.42781778792613
Russia,LenaR_water withdrawals,runoff,2065,459.6666078074817
Russia,LenaR_water withdrawals,runoff,2070,519.1907362646093
Russia,LenaR_water withdrawals,runoff,2075,526.9519276355126
Russia,LenaR_water withdrawals,runoff,2080,472.01158241337833
Russia,LenaR_water withdrawals,runoff,2085,525.8638933611421
Russia,LenaR_water withdrawals,runoff,2090,506.89143057760094
Russia,LenaR_water withdrawals,runoff,2095,574.1118403588266
Russia,LenaR_water withdrawals,runoff,2100,536.763602222706
USA,PacArctic_water withdrawals,runoff,2020,1451.9991404181326
USA,PacArctic_water withdrawals,runoff,2025,1559.4799909614298
USA,PacArctic_water withdrawals,runoff,2030,1590.1935719931846
USA,PacArctic_water withdrawals,runoff,2035,1657.378720317792
USA,PacArctic_water withdrawals,runoff,2040,1684.1441942662088
USA,PacArctic_water withdrawals,runoff,2045,1591.4335545855824
USA,PacArctic_water withdrawals,runoff,2050,1609.897578446565
USA,PacArctic_water withdrawals,runoff,2055,1553.9218659283838
USA,PacArctic_water withdrawals,runoff,2060,1755.8669552271597
USA,PacArctic_water withdrawals,runoff,2065,1684.0350016930993
USA,PacArctic_water withdrawals,runoff,2070,1738.0226010365532
USA,PacArctic_water withdrawals,runoff,2075,1653.102814241581
USA,PacArctic_water withdrawals,runoff,2080,1613.0480615616352
USA,PacArctic_water withdrawals,runoff,2085,1650.3620941692702
USA,PacArctic_water withdrawals,runoff,2090,1638.8368977293098
USA,PacArctic_water withdrawals,runoff,2095,1703.451390616635
USA,PacArctic_water withdrawals,runoff,2100,1618.8383897128008
European Free Trade Association,ScndnvN_water withdrawals,runoff,2020,446.59221273079555
European Free Trade Association,ScndnvN_water withdrawals,runoff,2025,492.5405240422541
European Free Trade Association,ScndnvN_water withdrawals,runoff,2030,500.69509732123987
European Free Trade Association,ScndnvN_water withdrawals,runoff,2035,513.811099896115
European Free Trade Association,ScndnvN_water withdrawals,runoff,2040,561.2266730474754
European Free Trade Association,ScndnvN_water withdrawals,runoff,2045,541.4693768622712
European Free Trade Association,ScndnvN_water withdrawals,runoff,2050,530.2801886997338
European Free Trade Association,ScndnvN_water withdrawals,runoff,2055,518.8065397811803
European Free Trade Association,ScndnvN_water withdrawals,runoff,2060,531.9203649576971
European Free Trade Association,ScndnvN_water withdrawals,runoff,2065,511.30007531059766
European Free Trade Association,ScndnvN_water withdrawals,runoff,2070,552.8107348983444
European Free Trade Association,ScndnvN_water withdrawals,runoff,2075,494.53029997184547
European Free Trade Association,ScndnvN_water withdrawals,runoff,2080,529.4706526139028
European Free Trade Association,ScndnvN_water withdrawals,runoff,2085,556.7120698545233
European Free Trade Association,ScndnvN_water withdrawals,runoff,2090,550.645757153494
European Free Trade Association,ScndnvN_water withdrawals,runoff,2095,521.2144352685118
European Free Trade Association,ScndnvN_water withdrawals,runoff,2100,535.111759335291
Russia,BarentsSea_water withdrawals,runoff,2020,251.07322902287638
Russia,BarentsSea_water withdrawals,runoff,2025,282.5105290294533
Russia,BarentsSea_water withdrawals,runoff,2030,258.8701884494742
Russia,BarentsSea_water withdrawals,runoff,2035,253.2697565646772
Russia,BarentsSea_water withdrawals,runoff,2040,287.20393693050744
Russia,BarentsSea_water withdrawals,runoff,2045,266.7401238226639
Russia,BarentsSea_water withdrawals,runoff,2050,279.9125832597724
Russia,BarentsSea_water withdrawals,runoff,2055,283.37216292789066
Russia,BarentsSea_water withdrawals,runoff,2060,290.31463232314934
Russia,BarentsSea_water withdrawals,runoff,2065,259.62712187152954
Russia,BarentsSea_water withdrawals,runoff,2070,272.82994244521484
Russia,BarentsSea_water withdrawals,runoff,2075,276.4597695869601
Russia,BarentsSea_water withdrawals,runoff,2080,263.4523516995213
Russia,BarentsSea_water withdrawals,runoff,2085,303.27174987081696
Russia,BarentsSea_water withdrawals,runoff,2090,274.1932353010326
Russia,BarentsSea_water withdrawals,runoff,2095,266.80595510018145
Russia,BarentsSea_water withdrawals,runoff,2100,297.73796614049604
Canada,Mackenzie_water withdrawals,runoff,2020,366.8228342048668
Canada,Mackenzie_water withdrawals,runoff,2025,376.6024909548622
Canada,Mackenzie_water withdrawals,runoff,2030,364.3321965320844
Canada,Mackenzie_water withdrawals,runoff,2035,355.52089005832374
Canada,Mackenzie_water withdrawals,runoff,2040,326.4334930925096
Canada,Mackenzie_water withdrawals,runoff,2045,352.76846541670335
Canada,Mackenzie_water withdrawals,runoff,2050,368.8417536927516
Canada,Mackenzie_water withdrawals,runoff,2055,316.4811137699929
Canada,Mackenzie_water withdrawals,runoff,2060,344.12384439257704
Canada,Mackenzie_water withdrawals,runoff,2065,357.59215277358766
Canada,Mackenzie_water withdrawals,runoff,2070,355.992453071966
Canada,Mackenzie_water withdrawals,runoff,2075,351.7234612200127
Canada,Mackenzie_water withdrawals,runoff,2080,372.9674302946541
Canada,Mackenzie_water withdrawals,runoff,2085,317.2576637279372
Canada,Mackenzie_water withdrawals,runoff,2090,341.02882633481215
Canada,Mackenzie_water withdrawals,runoff,2095,362.1438719764401
Canada,Mackenzie_water withdrawals,runoff,2100,359.94679929359614
European Free Trade Association,Iceland_water withdrawals,runoff,2020,217.8818584775516
European Free Trade Association,Iceland_water withdrawals,runoff,2025,164.78852351702838
European Free Trade Association,Iceland_water withdrawals,runoff,2030,185.60580557170556
European Free Trade Association,Iceland_water withdrawals,runoff,2035,154.10628816057616
European Free Trade Association,Iceland_water withdrawals,runoff,2040,156.08631810913042
European Free Trade Association,Iceland_water withdrawals,runoff,2045,164.54116175636483
European Free Trade Association,Iceland_water withdrawals,runoff,2050,165.94264242047683
European Free Trade Association,Iceland_water withdrawals,runoff,2055,173.31157647286133
European Free Trade Association,Iceland_water withdrawals,runoff,2060,165.25255875871147
European Free Trade Association,Iceland_water withdrawals,runoff,2065,182.51569261710932
European Free Trade Association,Iceland_water withdrawals,runoff,2070,156.89718316978548
European Free Trade Association,Iceland_water withdrawals,runoff,2075,170.07211643879182
European Free Trade Association,Iceland_water withdrawals,runoff,2080,162.2222199834814
European Free Trade Association,Iceland_water withdrawals,runoff,2085,162.70116826429944
European Free Trade Association,Iceland_water withdrawals,runoff,2090,178.63458104304488
European Free Trade Association,Iceland_water withdrawals,runoff,2095,159.55926475482474
European Free Trade Association,Iceland_water withdrawals,runoff,2100,152.99851962567243
EU-15,Sweden_water withdrawals,runoff,2020,202.14513666901834
