region,renewresource,sub.renewable.resource,year,maxSubResource
EU-15,ArcticIsl_water withdrawals,runoff,2020,735.6775875446303
EU-15,ArcticIsl_water withdrawals,runoff,2025,749.5690411952785
EU-15,ArcticIsl_water withdrawals,runoff,2030,775.0196206458374
EU-15,ArcticIsl_water withdrawals,runoff,2035,773.8646312194703
EU-15,ArcticIsl_water withdrawals,runoff,2040,869.1848901963828
EU-15,ArcticIsl_water withdrawals,runoff,2045,869.5985375976721
EU-15,ArcticIsl_water withdrawals,runoff,2050,857.0986451295361
EU-15,ArcticIsl_water withdrawals,runoff,2055,859.0776390197019
EU-15,ArcticIsl_water withdrawals,runoff,2060,1063.2377825607775
EU-15,ArcticIsl_water withdrawals,runoff,2065,839.0250960098449
EU-15,ArcticIsl_water withdrawals,runoff,2070,811.0265664432552
EU-15,ArcticIsl_water withdrawals,runoff,2075,1027.4917423348954
EU-15,ArcticIsl_water withdrawals,runoff,2080,959.9503021131093
EU-15,ArcticIsl_water withdrawals,runoff,2085,1040.4805080058102
EU-15,ArcticIsl_water withdrawals,runoff,2090,1192.921046908373
EU-15,ArcticIsl_water withdrawals,runoff,2095,1176.4221654772114
EU-15,ArcticIsl_water withdrawals,runoff,2100,1149.0607858696992
Canada,NWTerr_water withdrawals,runoff,2020,542.4875913057388
Canada,NWTerr_water withdrawals,runoff,2025,569.3696646287553
Canada,NWTerr_water withdrawals,runoff,2030,597.9990446549407
Canada,NWTerr_water withdrawals,runoff,2035,678.0971003727973
Canada,NWTerr_water withdrawals,runoff,2040,598.6613638071672
Canada,NWTerr_water withdrawals,runoff,2045,595.0249145183714
Canada,NWTerr_water withdrawals,runoff,2050,570.5076324356862
Canada,NWTerr_water withdrawals,runoff,2055,577.302717804793
Canada,NWTerr_water withdrawals,runoff,2060,629.0698989534054
Canada,NWTerr_water withdrawals,runoff,2065,647.1214929765738
Canada,NWTerr_water withdrawals,runoff,2070,643.9478846349209
Canada,NWTerr_water withdrawals,runoff,2075,649.3599305935813
Canada,NWTerr_water withdrawals,runoff,2080,712.6549539459702
Canada,NWTerr_water withdrawals,runoff,2085,625.7742941154638
Canada,NWTerr_water withdrawals,runoff,2090,814.6825768059717
Canada,NWTerr_water withdrawals,runoff,2095,691.1683428539184
Canada,NWTerr_water withdrawals,runoff,2100,708.7531503173692
Russia,SiberiaN_water withdrawals,runoff,2020,282.96942375778457
Russia,SiberiaN_water withdrawals,runoff,2025,311.104354175772
Russia,SiberiaN_water withdrawals,runoff,2030,227.90995104529105
Russia,SiberiaN_water withdrawals,runoff,2035,280.86956344874716
Russia,SiberiaN_water withdrawals,runoff,2040,255.8374765399314
Russia,SiberiaN_water withdrawals,runoff,2045,287.6113410525294
Russia,SiberiaN_water withdrawals,runoff,2050,277.6031026651739
Russia,SiberiaN_water withdrawals,runoff,2055,325.5425171427236
Russia,SiberiaN_water withdrawals,runoff,2060,333.1788528382647
Russia,SiberiaN_water withdrawals,runoff,2065,325.0174881673343
Russia,SiberiaN_water withdrawals,runoff,2070,339.70775327192007
Russia,SiberiaN_water withdrawals,runoff,2075,346.639285032197
Russia,SiberiaN_water withdrawals,runoff,2080,322.18762528542806
Russia,SiberiaN_water withdrawals,runoff,2085,367.5555132138544
Russia,SiberiaN_water withdrawals,runoff,2090,373.02832246840586
Russia,SiberiaN_water withdrawals,runoff,2095,331.6992614420657
Russia,SiberiaN_water withdrawals,runoff,2100,369.3476469320503
Russia,SiberiaW_water withdrawals,runoff,2020,1016.2957043628303
Russia,SiberiaW_water withdrawals,runoff,2025,904.807730626356
Russia,SiberiaW_water withdrawals,runoff,2030,1000.0789105734184
Russia,SiberiaW_water withdrawals,runoff,2035,1008.6507863607221
Russia,SiberiaW_water withdrawals,runoff,2040,921.4228651126629
Russia,SiberiaW_water withdrawals,runoff,2045,1123.4688688639653
Russia,SiberiaW_water withdrawals,runoff,2050,939.0671059956012
Russia,SiberiaW_water withdrawals,runoff,2055,1050.341093773875
Russia,SiberiaW_water withdrawals,runoff,2060,1031.7859822868872
Russia,SiberiaW_water withdrawals,runoff,2065,988.759916096618
Russia,SiberiaW_water withdrawals,runoff,2070,999.3345350051534
Russia,SiberiaW_water withdrawals,runoff,2075,1160.6285369755917
Russia,SiberiaW_water withdrawals,runoff,2080,1138.3883260880255
Russia,SiberiaW_water withdrawals,runoff,2085,1103.5132230155323
Russia,SiberiaW_water withdrawals,runoff,2090,1100.1591759382372
Russia,SiberiaW_water withdrawals,runoff,2095,1146.9198307751838
Russia,SiberiaW_water withdrawals,runoff,2100,1147.4438658191298
Russia,KaraSea_water withdrawals,runoff,2020,202.24096834860518
Russia,KaraSea_water withdrawals,runoff,2025,237.33738658407282
Russia,KaraSea_water withdrawals,runoff,2030,191.88030655642868
Russia,KaraSea_water withdrawals,runoff,2035,218.47852177088916
Russia,KaraSea_water withdrawals,runoff,2040,217.95301466749493
Russia,KaraSea_water withdrawals,runoff,2045,224.2329759716485
Russia,KaraSea_water withdrawals,runoff,2050,231.10991611490763
Russia,KaraSea_water withdrawals,runoff,2055,225.4042950371123
Russia,KaraSea_water withdrawals,runoff,2060,227.06969493873595
Russia,KaraSea_water withdrawals,runoff,2065,220.72498468859573
Russia,KaraSea_water withdrawals,runoff,2070,256.0890489024056
Russia,KaraSea_water withdrawals,runoff,2075,246.20057281037163
Russia,KaraSea_water withdrawals,runoff,2080,233.38487520559792
Russia,KaraSea_water withdrawals,runoff,2085,245.64954016381003
Russia,KaraSea_water withdrawals,runoff,2090,228.92203843703504
Russia,KaraSea_water withdrawals,runoff,2095,242.7703046391758
Russia,KaraSea_water withdrawals,runoff,2100,242.21335534396331
Russia,LenaR_water withdrawals,runoff,2020,500.92911955592143
Russia,LenaR_water withdrawals,runoff,2025,495.9405822333616
Russia,LenaR_water withdrawals,runoff,2030,475.6150943848007
Russia,LenaR_water withdrawals,runoff,2035,456.51958984291343
Russia,LenaR_water withdrawals,runoff,2040,462.9752613251791
Russia,LenaR_water withdrawals,runoff,2045,502.21140570956175
Russia,LenaR_water withdrawals,runoff,2050,493.74712438238413
Russia,LenaR_water withdrawals,runoff,2055,504.7718549288459
Russia,LenaR_water withdrawals,runoff,2060,503.4524108868297
Russia,LenaR_water withdrawals,runoff,2065,456.4077292488613
Russia,LenaR_water withdrawals,runoff,2070,483.9792002562408
