basin_id,basin_name,year,q_obs,q_det
1,Arctic Ocean Islands,1995,610.9033092478635,483.58443848446916
1,Arctic Ocean Islands,1996,756.1720804332233,461.34871923391773
1,Arctic Ocean Islands,1997,740.0212400277775,554.2481102638261
1,Arctic Ocean Islands,1998,643.2915257954763,606.9136897413119
1,Arctic Ocean Islands,1999,685.8679100466633,471.24677762813457
1,Arctic Ocean Islands,2000,716.9210355596088,492.2669930624513
1,Arctic Ocean Islands,2001,696.4564047734908,472.84951221009254
1,Arctic Ocean Islands,2002,726.4398069379274,564.5101310557261
1,Arctic Ocean Islands,2003,786.9338927159959,1197.0712374731722
1,Arctic Ocean Islands,2004,754.2952275780821,644.3412954708563
1,Arctic Ocean Islands,2005,823.7561806425733,1094.3852243912327
1,Arctic Ocean Islands,2006,726.5248241798446,613.6382558294289
1,Arctic Ocean Islands,2007,675.0639374249837,764.4758298233595
1,Arctic Ocean Islands,2008,909.5321627010214,659.064423628274
1,Arctic Ocean Islands,2009,700.1422343312266,615.9299648944163
1,Arctic Ocean Islands,2010,705.9507069718867,557.6513160314305
1,Arctic Ocean Islands,2011,690.7631665312708,586.2188487938843
1,Arctic Ocean Islands,2012,1034.8719198567437,718.5340060530934
1,Arctic Ocean Islands,2013,731.0433399172399,578.9868782645433
1,Arctic Ocean Islands,2014,877.0934428871889,663.114836011995
1,Arctic Ocean Islands,2015,882.1182659592235,703.2260424684954
1,Arctic Ocean Islands,2016,863.9383984390914,1086.8331636898256
1,Arctic Ocean Islands,2017,862.7396073587713,658.205390173791
1,Arctic Ocean Islands,2018,768.5416720024898,601.8542253562607
1,Arctic Ocean Islands,2019,847.0673529036819,724.5386328754747
2,Northwest Territories,1901,892.3023795002026,641.3188296066986
2,Northwest Territories,1902,659.6379905171317,716.5531972702628
2,Northwest Territories,1903,763.3422613001566,797.6947904053494
2,Northwest Territories,1904,603.4957441501061,736.7204706570915
2,Northwest Territories,1905,852.357358556703,816.4534227335018
2,Northwest Territories,1906,729.2788087148856,830.6724318049115
2,Northwest Territories,1907,732.9292994850306,765.7496217918211
2,Northwest Territories,1908,647.3486751138439,695.802080245323
2,Northwest Territories,1909,515.2775277687657,571.4376840458664
2,Northwest Territories,1910,561.0507458251323,601.7393559762052
2,Northwest Territories,1911,566.5694078001363,570.401203296614
2,Northwest Territories,1912,605.2730028955912,598.1248295119213
2,Northwest Territories,1913,615.7729877216852,510.8237960244894
2,Northwest Territories,1914,634.4835204477259,582.0792519413698
2,Northwest Territories,1915,691.701625598282,656.834350199274
2,Northwest Territories,1916,844.937039671651,701.5393932368396
2,Northwest Territories,1917,709.0386249791665,667.1634322258744
2,Northwest Territories,1918,858.6633350199014,721.4897810243372
2,Northwest Territories,1919,604.7612956001892,626.2891996188547
2,Northwest Territories,1920,910.8222150731418,806.7702234633208
2,Northwest Territories,1921,1024.288638797109,893.7277258612655
2,Northwest Territories,1922,888.4049278110375,727.1059966709528
2,Northwest Territories,1923,935.0869582509808,791.246453006485
2,Northwest Territories,1924,518.5467444610027,587.5573177199142
2,Northwest Territories,1925,575.7228611798429,619.322157841457
2,Northwest Territories,1926,652.302408830355,688.6870622072247
2,Northwest Territories,1927,662.0424376730048,584.1363552444484
2,Northwest Territories,1928,776.6370408911429,654.4047442942644
2,Northwest Territories,1929,741.4022768216229,637.6110845763
2,Northwest Territories,1930,803.9848403166127,754.0294768408996
2,Northwest Territories,1931,798.0621096814025,1232.466204408745
2,Northwest Territories,1932,1145.379434499058,945.5006065319176
2,Northwest Territories,1933,930.4156543561464,939.7764019362414
2,Northwest Territories,1934,594.0777392961185,681.7821782059259
2,Northwest Territories,1935,667.0622505299752,704.7772139852273
2,Northwest Territories,1936,843.9070021722129,917.528746319894
2,Northwest Territories,1937,877.4684890690231,836.3743401659883
2,Northwest Territories,1938,1000.1220354675124,961.232784820477
2,Northwest Territories,1939,763.5686179867234,793.0316398381906
2,Northwest Territories,1940,738.0193153501062,705.9045169638666
2,Northwest Territories,1941,887.153870973672,904.4899221018951
2,Northwest Territories,1942,646.0628930789659,717.8673919486336
2,Northwest Territories,1943,606.3106864734905,666.6435463026313
2,Northwest Territories,1944,621.9495671147529,647.430562732809
2,Northwest Territories,1945,537.676680243035,577.2453496463556
2,Northwest Territories,1946,539.007622674397,515.6916755295834
2,Northwest Territories,1947,539.5587972467961,539.3365406752972
2,Northwest Territories,1948,659.584153382793,835.0531578590555
2,Northwest Territories,1949,551.3384477333286,634.4162582951304
2,Northwest Territories,1950,441.6683138162082,627.1618056797886
2,Northwest Territories,1951,637.8648414336164,663.9667881294313
2,Northwest Territories,1952,667.6605119062615,690.3089974983563
2,Northwest Territories,1953,594.4901935805013,594.5334302411259
2,Northwest Territories,1954,550.3079299581447,725.867867128098
2,Northwest Territories,1955,516.7413615818322,479.2911462321979
2,Northwest Territories,1956,468.79483042810904,575.788154279916
2,Northwest Territories,1957,510.09120665534243,661.2889077003854
2,Northwest Territories,1958,597.6200811769564,669.7884219429039
2,Northwest Territories,1959,514.4916149774244,554.7389350849353
2,Northwest Territories,1960,613.3241138789351,693.5261650120617
2,Northwest Territories,1961,549.5765801204772,552.0964436488273
2,Northwest Territories,1962,590.8738035817943,819.0205307518328
2,Northwest Territories,1963,559.341503205524,539.1357150984084
2,Northwest Territories,1964,518.6972220106471,520.1568117976237
2,Northwest Territories,1965,492.4102423148132,491.5284467175616
2,Northwest Territories,1966,447.52647850479946,572.1189977011778
2,Northwest Territories,1967,519.4147908790823,488.4484736735541
2,Northwest Territories,1968,681.0505931655487,614.8255700480938
2,Northwest Territories,1969,521.4679264475315,616.1259115680358
2,Northwest Territories,1970,610.7229414260287,536.9676737696958
2,Northwest Territories,1971,592.4802575726362,656.9036508868132
2,Northwest Territories,1972,479.2025123467654,426.46620174004477
2,Northwest Territories,1973,608.5767508999435,650.3865914867087
2,Northwest Territories,1974,499.18060823172164,542.4406052316136
2,Northwest Territories,1975,587.5426831624101,595.2892198376528
2,Northwest Territories,1976,596.3441607205021,546.17457347315
2,Northwest Territories,1977,698.4385544884803,755.8648156715742
2,Northwest Territories,1978,553.6894023597625,538.5360003449422
2,Northwest Territories,1979,578.3020290042766,584.4009628932258
2,Northwest Territories,1980,579.3073186327994,658.9388654141007
2,Northwest Territories,1981,625.1095808284391,637.369899587088
2,Northwest Territories,1982,553.7362987323141,621.028953149237
2,Northwest Territories,1983,590.296744468453,600.3341457006351
2,Northwest Territories,1984,605.4091979632873,782.5157359700338
2,Northwest Territories,1985,623.1981108846852,644.1795686079397
2,Northwest Territories,1986,601.7810328259109,613.6849815434746
2,Northwest Territories,1987,585.8550758932431,650.8971604522648
2,Northwest Territories,1988,568.3976568747279,692.0182194080903
2,Northwest Territories,1989,498.80904726006634,539.946394395151
2,Northwest Territories,1990,545.2594633167365,555.8956149627139
2,Northwest Territories,1991,583.0392821929117,603.0044532131092
2,Northwest Territories,1992,506.8716445824303,498.7288305254558
2,Northwest Territories,1993,561.735277692898,621.437806186021
2,Northwest Territories,1994,543.256210007517,520.1635532498809
2,Northwest Territories,1995,593.4857571271393,611.2784047959852
2,Northwest Territories,1996,599.997822322503,544.6864533598707
2,Northwest Territories,1997,564.7445562030631,572.943550117085
2,Northwest Territories,1998,596.943318800327,641.1545996006183
2,Northwest Territories,1999,559.9415346249756,544.977394216376
2,Northwest Territories,2000,524.7974722957855,562.8783127952012
2,Northwest Territories,2001,603.7880131237777,578.2936520904419
2,Northwest Territories,2002,600.4910274428229,582.5982910809679
2,Northwest Territories,2003,598.0751628764447,751.2098972020299
2,Northwest Territories,2004,540.9268904324547,544.4119271537845
2,Northwest Territories,2005,753.6828827656847,784.0498085113712
2,Northwest Territories,2006,640.6777827710299,647.8351996103195
2,Northwest Territories,2007,477.5499970889783,875.2712812854155
2,Northwest Territories,2008,546.1866510022909,548.5448367118288
2,Northwest Territories,2009,513.7983642501396,537.4765543704599
2,Northwest Territories,2010,477.88105774307263,534.6310777039037
2,Northwest Territories,2011,521.9288607774371,587.9088351863072
2,Northwest Territories,2012,583.8762517125833,901.9213907028297
2,Northwest Territories,2013,478.45070506904375,458.3068606476799
2,Northwest Territories,2014,457.25404825765366,469.0648069912372
2,Northwest Territories,2015,499.4673003920191,901.8520148050177
2,Northwest Territories,2016,536.1079541841016,519.3354220701249
2,Northwest Territories,2017,626.7621475304958,629.7406515515672
2,Northwest Territories,2018,528.7984741554159,534.9081113235051
2,Northwest Territories,2019,544.2835938825433,537.7711435043409
3,Siberia North Coast,1901,327.3384421566277,269.6618024235848
3,Siberia North Coast,1902,252.48295013943888,238.38647873648642
3,Siberia North Coast,1903,266.29499426469107,318.5650082386167
3,Siberia North Coast,1904,214.82516064572346,244.27539921980824
3,Siberia North Coast,1905,300.8061608076524,327.69562966377697
3,Siberia North Coast,1906,320.53799196917896,326.68700462495326
3,Siberia North Coast,1907,281.9120353049346,298.3452654609541
3,Siberia North Coast,1908,229.61600028795388,265.1161668804621
3,Siberia North Coast,1909,215.10461746280083,237.01466780776497
3,Siberia North Coast,1910,260.6627705862595,263.69372354061613
3,Siberia North Coast,1911,287.1139130461101,313.4683922971225
3,Siberia North Coast,1912,253.38668289553237,253.23953710496042
3,Siberia North Coast,1913,228.20220242042797,257.5455236808199
3,Siberia North Coast,1914,273.59575878760813,265.05490723636177
3,Siberia North Coast,1915,227.71455097827578,260.38383538625163
3,Siberia North Coast,1916,251.78085800318593,249.37584578520057
3,Siberia North Coast,1917,258.8292420757919,268.17356184490416
3,Siberia North Coast,1918,243.51512340694646,320.6812534292865
3,Siberia North Coast,1919,206.05741062131887,221.4495749439958
3,Siberia North Coast,1920,217.73276097741444,236.70851369209097
3,Siberia North Coast,1921,264.0741070670936,286.82876340202574
3,Siberia North Coast,1922,247.69861169787785,243.2119096137138
3,Siberia North Coast,1923,228.0837917907636,240.05493822039986
3,Siberia North Coast,1924,265.85841032868365,259.4780619174624
3,Siberia North Coast,1925,256.66845096563384,248.316727732091
3,Siberia North Coast,1926,243.5905935200059,262.1224810818685
3,Siberia North Coast,1927,242.9874177205473,255.22938747031404
3,Siberia North Coast,1928,280.33914065836996,243.5316488816026
3,Siberia North Coast,1929,216.64571633568792,301.39924642834006
3,Siberia North Coast,1930,252.06303677355157,244.17425568457537
3,Siberia North Coast,1931,219.22818855697778,244.4679840754858
3,Siberia North Coast,1932,196.8944741428839,229.20069834469825
3,Siberia North Coast,1933,229.5796696867867,245.65923250395306
3,Siberia North Coast,1934,172.23322125564377,190.48977027031728
3,Siberia North Coast,1935,262.6616218272444,265.65507111179
3,Siberia North Coast,1936,172.064162908331,214.02428057529067
3,Siberia North Coast,1937,278.3319864574145,241.29794703369996
3,Siberia North Coast,1938,261.5788415546762,289.9825829973626
3,Siberia North Coast,1939,272.51729698457723,249.54281864261486
3,Siberia North Coast,1940,278.55142386904157,302.9035371657695
3,Siberia North Coast,1941,289.1218247826577,269.93684825264467
3,Siberia North Coast,1942,283.88223355786965,332.9918266303594
3,Siberia North Coast,1943,323.7199090085046,292.7538185833936
3,Siberia North Coast,1944,258.2230743349692,293.1906332379641
3,Siberia North Coast,1945,288.6289804523559,292.8232664383307
3,Siberia North Coast,1946,163.41369666796444,197.83142147291534
3,Siberia North Coast,1947,278.8635199453307,273.0251472269271
3,Siberia North Coast,1948,248.71938686098832,283.22069486407753
3,Siberia North Coast,1949,232.56446164210115,262.7480189296022
3,Siberia North Coast,1950,262.7270471345911,271.3517155125566
3,Siberia North Coast,1951,303.03334546385025,305.2298273662379
3,Siberia North Coast,1952,247.86303518357144,288.25153945653034
3,Siberia North Coast,1953,250.21929905133013,291.38261690573944
3,Siberia North Coast,1954,296.27766150191684,327.98526298282445
3,Siberia North Coast,1955,346.01256648361834,357.2924749754083
3,Siberia North Coast,1956,235.1990581460399,267.2255304784068
3,Siberia North Coast,1957,263.2765488944124,285.482111899245
3,Siberia North Coast,1958,309.0807208582844,315.6372595834173
3,Siberia North Coast,1959,312.1196673292511,352.34455295898675
3,Siberia North Coast,1960,286.9009753884823,291.6305296315013
3,Siberia North Coast,1961,363.27713622283954,384.46483081445643
3,Siberia North Coast,1962,312.3451125877035,375.5004748573436
3,Siberia North Coast,1963,285.96773252281815,317.644448158483
3,Siberia North Coast,1964,421.19617087622953,436.54859242508206
3,Siberia North Coast,1965,315.3186129812717,373.53505233384686
3,Siberia North Coast,1966,309.3253455838537,335.69468459017844
3,Siberia North Coast,1967,411.2115945289245,436.63964840097634
3,Siberia North Coast,1968,363.7314571289441,414.88630970957337
3,Siberia North Coast,1969,245.35020956991366,317.40044397980205
3,Siberia North Coast,1970,281.0195462492797,319.91587879110295
3,Siberia North Coast,1971,288.3967605756561,337.2033202628406
3,Siberia North Coast,1972,290.5298810568783,309.09983827161204
3,Siberia North Coast,1973,345.72454786511577,381.9025007176045
3,Siberia North Coast,1974,281.801857636125,302.8509631672622
3,Siberia North Coast,1975,256.0870451339365,300.5984089323959
3,Siberia North Coast,1976,273.0093802508965,273.7727587366432
3,Siberia North Coast,1977,250.5988316389142,278.6336434458504
3,Siberia North Coast,1978,210.24968178004772,253.3378881723441
3,Siberia North Coast,1979,165.44344785779094,229.90312015917476
3,Siberia North Coast,1980,252.1094343161308,271.23287248792224
3,Siberia North Coast,1981,272.5452832983444,287.2612230739431
3,Siberia North Coast,1982,280.95251628840106,291.0903474983746
3,Siberia North Coast,1983,236.62160585019583,254.55634164431558
3,Siberia North Coast,1984,223.254528041024,251.05006836434453
3,Siberia North Coast,1985,277.73712704654065,269.5293023546808
3,Siberia North Coast,1986,274.0566682705046,299.5382944261277
3,Siberia North Coast,1987,230.820488612023,273.1578599419161
3,Siberia North Coast,1988,333.8718126413577,290.88793634883314
3,Siberia North Coast,1989,321.3088980453198,356.0732537049383
3,Siberia North Coast,1990,253.820713490798,313.4648290375352
3,Siberia North Coast,1991,251.33251986966556,276.7775615088033
3,Siberia North Coast,1992,232.89395614529292,268.44710095100817
3,Siberia North Coast,1993,297.1622310401195,299.4568549959094
3,Siberia North Coast,1994,243.3692549073761,262.50657533247227
3,Siberia North Coast,1995,270.54041833868723,323.78621195446084
3,Siberia North Coast,1996,256.77599001616625,292.962038055768
3,Siberia North Coast,1997,217.83143825496532,252.76415100560305
3,Siberia North Coast,1998,216.32457601742723,242.17284705056687
3,Siberia North Coast,1999,235.1612739442176,246.01250666413077
3,Siberia North Coast,2000,283.45056419564304,294.5608824452683
3,Siberia North Coast,2001,206.06888156660753,224.8369245954804
3,Siberia North Coast,2002,257.2386835265665,270.47049905396705
3,Siberia North Coast,2003,273.72677020381144,261.34923247952213
3,Siberia North Coast,2004,229.32154050160972,255.69956787840476
3,Siberia North Coast,2005,260.78758957464726,270.26884934413846
3,Siberia North Coast,2006,241.47664902778374,242.84141092745844
3,Siberia North Coast,2007,291.4446956190211,301.2557523259376
3,Siberia North Coast,2008,301.1263232288769,314.20570592419307
3,Siberia North Coast,2009,309.36218296981997,295.4658830070709
3,Siberia North Coast,2010,272.3014644377239,294.25901541980124
3,Siberia North Coast,2011,296.7873086761996,301.7984513436463
3,Siberia North Coast,2012,278.0530313794144,312.5237004985512
3,Siberia North Coast,2013,200.64388225916727,217.42791090406348
3,Siberia North Coast,2014,278.55074611740974,270.9968510661061
3,Siberia North Coast,2015,277.0609697369716,301.05002682603606
3,Siberia North Coast,2016,270.32734300162576,271.4095418037117
3,Siberia North Coast,2017,241.10281656382827,240.9432497555143
3,Siberia North Coast,2018,287.09211024127467,293.3669793821072
3,Siberia North Coast,2019,257.87102306248073,269.21906053369776
4,Siberia West Coast,1901,945.7324893865441,742.6823145525849
4,Siberia West Coast,1902,804.1342793471741,913.3661973853311
4,Siberia West Coast,1903,743.4845326877986,788.9690148743973
4,Siberia West Coast,1904,818.4109007248592,869.3664212276655
4,Siberia West Coast,1905,698.7359865327205,738.5632963665519
4,Siberia West Coast,1906,696.9302157548158,820.4693169147907
4,Siberia West Coast,1907,864.7577673443332,874.7829545682854
4,Siberia West Coast,1908,840.6975937141267,843.5924111813464
4,Siberia West Coast,1909,704.9076888149874,796.3200949490268
4,Siberia West Coast,1910,792.3305477169055,794.8547570928448
4,Siberia West Coast,1911,753.5575491970237,725.1925699225256
4,Siberia West Coast,1912,992.2048677162554,885.8378918753223
4,Siberia West Coast,1913,890.3804989360532,843.9397848265086
4,Siberia West Coast,1914,771.0023659941452,868.6740002612773
4,Siberia West Coast,1915,862.991398875709,786.054884304538
4,Siberia West Coast,1916,838.6879105536498,892.9785783353213
4,Siberia West Coast,1917,851.9907057374371,808.2398017820138
4,Siberia West Coast,1918,892.6045899550837,837.4082539368183
4,Siberia West Coast,1919,900.8642529172954,897.4864522249056
4,Siberia West Coast,1920,1012.8178617305202,969.0570253436898
4,Siberia West Coast,1921,970.580887840801,924.6725724605934
4,Siberia West Coast,1922,1187.3694202595655,1052.152018229899
4,Siberia West Coast,1923,1272.8683902521927,1082.6613374731478
4,Siberia West Coast,1924,1109.0038490582076,1114.4610105122133
4,Siberia West Coast,1925,986.2545772889638,945.2189448042659
4,Siberia West Coast,1926,933.9556380947766,1026.0272104008739
4,Siberia West Coast,1927,1101.3547034977473,1084.6418452075234
4,Siberia West Coast,1928,819.8381404674908,885.9409470364998
4,Siberia West Coast,1929,786.0503679461623,823.8877609773609
4,Siberia West Coast,1930,854.3999191297756,885.6024379887526
4,Siberia West Coast,1931,732.1446434011917,877.8708572733505
4,Siberia West Coast,1932,698.1904541033477,748.1196602122674
4,Siberia West Coast,1933,817.5057672478631,837.7562410674863
4,Siberia West Coast,1934,731.4066053037943,810.1865065829306
4,Siberia West Coast,1935,712.0487367417904,786.6892611645059
4,Siberia West Coast,1936,763.3303830554228,756.7880910641315
4,Siberia West Coast,1937,848.1363005468397,810.8897106694974
4,Siberia West Coast,1938,848.6403252158904,858.0683983070933
4,Siberia West Coast,1939,776.9939933868592,712.6008680977723
4,Siberia West Coast,1940,928.6001022606346,908.7248041742632
4,Siberia West Coast,1941,849.9787040266847,816.4698040958428
4,Siberia West Coast,1942,909.2491956327691,887.9168620259401
4,Siberia West Coast,1943,1068.6358434153146,955.4389356746428
4,Siberia West Coast,1944,878.32999575178,898.0981492053808
4,Siberia West Coast,1945,811.5743700042442,900.3338748851515
4,Siberia West Coast,1946,925.5864104311488,875.41843704319
4,Siberia West Coast,1947,861.8730064474349,872.4617355366718
4,Siberia West Coast,1948,822.1556651606767,814.8311223307929
4,Siberia West Coast,1949,765.1508833769332,774.6844818187764
4,Siberia West Coast,1950,1022.0909149005627,937.7284848273227
4,Siberia West Coast,1951,937.2372118990992,1069.5681294745496
4,Siberia West Coast,1952,880.2438128166144,1035.8986922731237
4,Siberia West Coast,1953,860.7329721898933,843.9916460090905
4,Siberia West Coast,1954,1031.0231373466336,973.4799018855604
4,Siberia West Coast,1955,1005.02778921674,940.0513688807807
4,Siberia West Coast,1956,1225.2917166824916,1174.579678269283
4,Siberia West Coast,1957,1085.6670955971356,1102.369608025097
4,Siberia West Coast,1958,900.6403505633698,995.3752958136769
4,Siberia West Coast,1959,1080.2855614525636,1113.812199993693
4,Siberia West Coast,1960,947.1690336392621,992.6937733221285
4,Siberia West Coast,1961,1046.3900911644946,1011.5725801418955
4,Siberia West Coast,1962,1088.9915804687105,1097.1190956988492
4,Siberia West Coast,1963,1066.0501358549404,1055.3267638453292
4,Siberia West Coast,1964,940.9034779740914,926.0545171134908
4,Siberia West Coast,1965,1058.4286083853685,1063.0392151005792
4,Siberia West Coast,1966,1326.243182498004,1242.5635119874833
4,Siberia West Coast,1967,1327.4815232209185,1300.8090510086172
4,Siberia West Coast,1968,1074.4286049533218,1159.7248264381224
4,Siberia West Coast,1969,1171.5417304924047,1224.7611249280346
4,Siberia West Coast,1970,936.8944146869425,1051.3711561335767
4,Siberia West Coast,1971,969.7756174620632,1133.8117837476236
4,Siberia West Coast,1972,1097.572653168573,1120.6103249325527
4,Siberia West Coast,1973,963.0394489907876,1000.5208654788219
4,Siberia West Coast,1974,1017.5148899519455,1141.9320697183873
4,Siberia West Coast,1975,892.0838921548764,937.9799154106109
4,Siberia West Coast,1976,879.0246918241357,907.5322377330012
4,Siberia West Coast,1977,934.0868421632986,960.3550338971991
4,Siberia West Coast,1978,1031.0618137967936,1057.7549744572918
4,Siberia West Coast,1979,986.6368365289235,961.8247254378368
4,Siberia West Coast,1980,963.5336211368586,1113.1497567710826
4,Siberia West Coast,1981,958.024262295963,917.63491727937
4,Siberia West Coast,1982,995.8755932660346,1018.5388968223489
4,Siberia West Coast,1983,854.9375593986407,926.0143953017097
4,Siberia West Coast,1984,947.865162326079,924.0319482743637
4,Siberia West Coast,1985,1021.4672838601165,1049.1908998460422
4,Siberia West Coast,1986,973.2064966546094,956.5894585616762
4,Siberia West Coast,1987,922.3686891615279,1037.3597491443718
4,Siberia West Coast,1988,822.6474966516123,1071.234341809102
4,Siberia West Coast,1989,990.4229828145271,972.9338826478853
4,Siberia West Coast,1990,1044.012709215896,1175.3622110035744
4,Siberia West Coast,1991,871.8256806111207,1265.5986513516923
4,Siberia West Coast,1992,857.268449704487,890.2837106005179
4,Siberia West Coast,1993,776.5190289366492,965.224293067778
4,Siberia West Coast,1994,948.4942783574006,963.3277813849617
4,Siberia West Coast,1995,877.4367734035216,953.6840662382834
4,Siberia West Coast,1996,1118.3150298286482,1014.4560626120365
4,Siberia West Coast,1997,1060.7302725969187,1160.2800569582298
4,Siberia West Coast,1998,921.354698805057,948.15171224254
4,Siberia West Coast,1999,955.5311232267987,970.3353394075934
4,Siberia West Coast,2000,972.9762707835165,996.634931777967
4,Siberia West Coast,2001,893.3710357901671,986.1427398407596
